ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,
1.04785,-0.112793,-0.198242,5.7373,-5.49316,-0.976562,-312,-35,124,-148.244,-78.3765,13.8043,0.54834,-0.793457,1.18555,15.2588,-32.4097,-22.1558,71,93,367,-1.09863,-12.2058,-93.4497,1.02246,-1.29102,0.102051,-27.71,0.915527,6.22559,-92,-18,199,-100.981,-63.9075,-7.30591,0.756348,-1.07764,-0.148926,-12.2681,8.11768,0.671387,-99,454,184,-106.941,-49.01,79.4092,
1.04834,-0.107422,-0.196777,5.79834,-7.56836,-1.2207,-314,-35,124,-148.579,-78.2666,14.2383,0.586426,-0.701172,1.24707,13.0005,-11.1084,-6.28662,71,93,367,-1.09863,-12.7826,-93.7408,0.999512,-1.43408,0.145996,-1.2207,-0.366211,-19.7144,-91,-17,199,-100.937,-63.7042,-7.72339,0.748047,-1.22803,-0.164062,6.22559,7.56836,-20.2637,-99,454,184,-106.864,-49.2242,79.2389,
1.03223,-0.0883789,-0.193848,5.06592,-12.4512,-1.58691,-312,-38,122,-148.991,-78.1567,14.7272,0.509277,-0.668457,1.26562,0.427246,16.9067,23.3765,71,93,367,-1.26892,-12.7991,-93.6145,1.01709,-1.3291,0.116211,26.9775,0.183105,-39.0015,-91,-19,198,-100.508,-64.0063,-7.88818,0.761719,-1.0791,-0.17334,27.5269,3.35693,-46.5698,-98,455,183,-106.523,-49.8889,79.3433,
0.996094,-0.0683594,-0.195801,3.90625,-14.8926,-1.70898,-313,-37,122,-149.766,-77.937,15.6061,0.435547,-0.548828,1.18994,-2.99072,26.2451,41.9922,71,93,367,-1.73035,-12.4146,-92.9388,0.928711,-0.895508,0.0375977,46.936,-0.976562,-54.7485,-88,-17,197,-99.9152,-64.5062,-7.86072,0.770508,-0.784668,-0.179688,30.2124,1.46484,-63.5376,-99,454,183,-106.282,-50.636,79.585,
0.97998,-0.0742188,-0.204102,1.58691,-16.1133,-0.854492,-312,-35,123,-150.645,-77.6843,16.5289,0.315918,-0.362793,1.07471,-9.46045,26.4893,58.7158,71,93,367,-2.3291,-11.9037,-91.8567,0.887207,-0.599609,-0.0131836,42.7246,-4.08936,-64.0259,-89,-17,196,-99.3494,-65.506,-7.49268,0.844238,-0.523926,-0.119141,31.311,1.40381,-70.8008,-100,452,184,-106.04,-51.839,80.0354,
0.977051,-0.0830078,-0.187012,-0.793457,-15.9912,-0.610352,-311,-34,125,-151.282,-77.4756,17.1936,0.246094,-0.208984,0.973145,-3.60107,28.9307,65.979,71,93,367,-2.74658,-11.4697,-90.8844,0.911621,-0.253906,-0.0795898,34.6069,-7.32422,-73.9136,-89,-20,193,-99.3713,-66.8848,-6.61926,0.864258,-0.416504,-0.139648,22.3999,3.78418,-71.7163,-101,450,184,-105.919,-53.1573,80.5078,
0.992188,-0.0913086,-0.182129,-2.38037,-14.2212,-0.610352,-310,-35,125,-152.04,-77.2284,17.9407,0.211914,-0.133301,0.932129,6.34766,30.5176,60.4248,71,93,367,-3.04871,-10.849,-89.6045,0.887695,-0.110352,-0.107422,15.0146,-10.8643,-75.4395,-90,-23,195,-99.8767,-68.0933,-5.64148,0.825684,-0.441895,-0.154297,20.3857,4.45557,-66.2842,-111,442,186,-105.87,-54.1296,80.8319,
1.00781,-0.108887,-0.167969,-2.80762,-11.1084,-1.2207,-309,-34,126,-152.622,-77.0361,18.3801,0.12793,0.00390625,0.853027,14.5264,34.4238,55.1758,71,93,367,-3.06519,-10.3052,-88.7201,0.838379,-0.105469,-0.112793,8.78906,-10.7422,-69.7021,-90,-24,195,-101.074,-69.6368,-4.08691,0.796875,-0.466797,-0.155273,16.2354,3.78418,-58.8989,-105,444,184,-105.853,-55.2997,81.2384,
1.04297,-0.120117,-0.17627,-1.09863,-5.61523,-1.2207,-309,-34,126,-152.946,-76.9427,18.8086,0.0522461,0.154785,0.805176,20.4468,32.1045,44.3726,71,93,367,-2.77954,-9.54712,-87.7258,0.810059,-0.0585938,-0.121582,14.2822,-8.48389,-55.7861,-91,-28,196,-102.014,-70.6531,-2.8949,0.765625,-0.42334,-0.126953,16.6016,2.56348,-47.9736,-107,440,182,-105.864,-56.0468,81.524,
1.06836,-0.127441,-0.1875,1.0376,-0.427246,-1.58691,-309,-33,126,-153.089,-76.9208,18.9624,-0.0205078,0.351074,0.772949,25.9399,28.4424,34.729,71,93,367,-2.14783,-8.80554,-86.9897,0.80957,0.0249023,-0.108887,19.5923,-5.7373,-42.6025,-92,-30,195,-102.958,-71.7737,-1.49414,0.771973,-0.343262,-0.113281,19.5923,0.854492,-37.9639,-108,436,181,-105.793,-56.8323,81.8536,
1.11475,-0.12207,-0.206543,2.38037,7.20215,-1.28174,-309,-34,127,-153.073,-76.9812,18.9734,-0.0639648,0.467773,0.786621,23.6206,18.6768,27.832,71,93,367,-1.56006,-8.32214,-86.5448,0.805664,0.126953,-0.131836,23.9868,-4.15039,-25.8179,-94,-34,195,-103.546,-72.6526,-0.307617,0.837402,-0.347656,-0.154785,16.9678,-1.83105,-20.5078,-111,433,181,-105.672,-57.3157,82.1228,
1.09619,-0.131348,-0.190918,4.39453,10.1929,-1.70898,-310,-35,128,-152.661,-77.168,18.6218,-0.0786133,0.452637,0.799316,15.1978,13.6108,17.0898,71,93,367,-0.86792,-7.83875,-86.1053,0.851074,0.17627,-0.171387,20.1416,-3.2959,-5.92041,-96,-37,197,-103.881,-73.0975,0.444946,0.845215,-0.318848,-0.175293,13.7939,-3.11279,-2.0752,-112,430,181,-105.568,-57.464,82.2711,
1.10449,-0.115723,-0.197754,1.52588,8.23975,-1.77002,-312,-35,129,-152.397,-77.3492,18.4021,-0.0327148,0.526367,0.808105,5.18799,6.5918,4.15039,71,93,367,-0.444946,-7.58057,-85.946,0.86084,0.184082,-0.185547,12.6343,-2.19727,9.09424,-95,-38,198,-104.194,-73.3722,1.2085,0.84082,-0.337402,-0.190918,12.3901,-4.27246,10.7422,-112,428,181,-105.414,-57.3706,82.37,
1.07471,-0.101562,-0.185059,0.427246,6.83594,-0.366211,-311,-35,128,-152.161,-77.4756,18.1989,-0.0317383,0.515625,0.826172,-2.50244,0.549316,-12.3291,71,93,367,-0.0219727,-7.39929,-86.0394,0.816895,0.116211,-0.19873,3.17383,-1.77002,28.9917,-95,-37,196,-104.37,-73.3063,1.54907,0.820801,-0.358887,-0.191406,12.2681,-3.66211,27.771,-113,427,180,-105.15,-56.9641,82.337,
1.05859,-0.0996094,-0.175781,-1.46484,4.76074,0.12207,-311,-36,129,-151.924,-77.5964,17.9846,-0.00878906,0.458008,0.811523,-13.3057,-10.6201,-27.4048,71,93,367,0.20874,-7.40479,-86.4899,0.808594,0.0419922,-0.193359,-2.19727,-0.183105,41.8701,-95,-38,196,-104.425,-72.8394,1.63147,0.821777,-0.393555,-0.15625,10.437,-1.46484,43.8843,-113,428,180,-104.859,-56.4697,82.1887,
1.03857,-0.104004,-0.175781,-2.80762,3.90625,0.976562,-311,-35,129,-151.765,-77.6624,17.8253,0.0849609,0.349121,0.803711,-20.874,-21.0571,-37.5366,71,93,367,0.247192,-7.59705,-86.9733,0.813477,-0.0654297,-0.129395,-3.54004,-4.94385,56.8237,-96,-35,194,-104.194,-72.0044,1.30188,0.831055,-0.467285,-0.0952148,3.41797,2.92969,56.7017,-112,430,179,-104.376,-55.5579,81.7657,
1.02637,-0.105469,-0.179199,-2.80762,4.3335,1.28174,-311,-31,130,-151.534,-77.7338,17.5671,0.155273,0.239746,0.797852,-21.9116,-25.3296,-42.4194,71,93,367,0.170288,-8.06396,-87.7588,0.867676,-0.239258,-0.15332,3.41797,-2.62451,67.3218,-96,-33,194,-103.859,-71.1365,0.911865,0.818848,-0.46582,-0.20752,-15.7471,2.86865,69.458,-112,434,179,-104.117,-54.6844,81.3043,
1.02441,-0.100098,-0.197266,-3.66211,5.24902,1.64795,-312,-32,129,-151.265,-77.8107,17.2595,0.222168,0.116211,0.856934,-24.292,-25.8789,-48.8281,71,93,367,0.0384521,-8.48694,-88.429,0.872559,-0.327637,-0.186035,4.82178,3.84521,70.9839,-96,-31,196,-103.063,-69.7852,0.0439453,0.788574,-0.497559,-0.21582,-26.2451,1.58691,73.1201,-111,437,180,-104.068,-53.3826,80.7001,
1.02686,-0.101074,-0.23584,-1.0376,7.50732,2.62451,-313,-32,128,-150.996,-77.8656,16.9299,0.248047,-0.00195312,0.913086,-24.5361,-24.4141,-49.6216,71,93,367,-0.252686,-9.06372,-89.4067,0.835938,-0.404785,-0.121582,5.12695,6.16455,72.998,-96,-28,196,-102.222,-68.714,-0.829468,0.810059,-0.497559,-0.262695,-45.5933,2.44141,73.3032,-110,442,179,-104.321,-52.0477,80.1288,
1.01953,-0.100098,-0.192383,-0.732422,4.88281,2.44141,-314,-33,125,-150.557,-77.948,16.4301,0.253906,-0.179688,0.983398,-19.7754,-26.7944,-51.1475,71,93,367,-0.598755,-9.65149,-90.412,0.843262,-0.537598,-0.160156,-9.09424,4.02832,71.167,-94,-26,198,-101.316,-67.2253,-1.90613,0.792969,-0.60498,-0.297363,-56.5796,4.82178,67.0776,-109,447,179,-104.771,-51.1029,79.6948,
1.04004,-0.111816,-0.216797,-1.40381,3.2959,1.95312,-313,-33,126,-150.353,-77.959,16.1829,0.329102,-0.402832,1.0957,-7.69043,-28.3813,-46.2036,71,93,367,-0.807495,-10.1184,-91.1316,0.874512,-0.708008,-0.0620117,-22.3999,0.488281,61.4014,-91,-21,198,-100.893,-65.8026,-2.81799,0.794434,-0.774902,-0.291504,-61.8286,4.39453,59.8145,-107,449,179,-105.535,-49.9768,79.1675,
1.04541,-0.106934,-0.209473,-1.83105,1.40381,1.70898,-312,-33,125,-150.145,-77.9755,15.9027,0.375,-0.548828,1.16406,0.732422,-32.6538,-40.7715,71,93,367,-0.97229,-10.8105,-91.9995,0.93457,-1.01221,0.019043,-30.8228,-4.88281,47.5464,-90,-15,198,-100.92,-64.8468,-3.33984,0.785645,-0.898926,-0.200684,-61.9507,3.60107,43.6401,-106,453,179,-106.392,-49.0869,78.739,
1.04102,-0.102539,-0.209961,1.34277,0,1.40381,-311,-33,125,-150.046,-77.9645,15.7819,0.460449,-0.657227,1.24707,4.45557,-29.7852,-29.7852,71,93,367,-1.05469,-11.3654,-92.5269,0.996094,-1.11816,0.106445,-35.0952,-7.69043,31.6162,-89,-14,198,-101.206,-63.8086,-3.81226,0.740234,-1.08984,-0.168457,-52.6123,3.23486,20.874,-105,454,180,-107.062,-48.6749,78.5303,
1.0249,-0.105469,-0.198242,4.69971,-3.96729,0.488281,-311,-34,123,-150.029,-77.926,15.7874,0.513672,-0.687988,1.27783,5.98145,-19.8364,-18.7988,71,93,367,-1.15906,-11.9696,-93.0048,0.964355,-1.39209,0.148926,-20.874,-10.6201,6.28662,-89,-11,198,-101.607,-63.1879,-3.97705,0.690918,-1.18164,-0.118164,-39.6118,2.01416,0.183105,-103,455,181,-107.864,-48.4717,78.4039,
1.01709,-0.110352,-0.19043,6.46973,-6.28662,-0.0610352,-312,-33,122,-150.15,-77.8326,16.0016,0.467773,-0.67041,1.21875,5.5542,0.0610352,4.02832,71,93,367,-1.33484,-12.2058,-93.0981,0.952148,-1.32715,0.219238,15.8081,-8.72803,-17.5781,-86,-9,199,-101.618,-62.9956,-3.99902,0.675293,-1.15137,-0.0517578,0.976562,0,-27.6489,-102,455,181,-108.166,-48.6475,78.4534,
1.00684,-0.108887,-0.19043,5.5542,-8.78906,-0.976562,-313,-32,125,-150.342,-77.7338,16.2762,0.454102,-0.645996,1.21387,-1.2207,14.2212,30.9448,71,93,367,-1.61499,-12.1509,-92.8125,0.964844,-1.12109,0.161133,36.8042,-7.08008,-35.0952,-84,-7,199,-101.135,-63.2208,-3.90015,0.812012,-0.864746,-0.0688477,16.2964,0,-45.7764,-102,454,182,-108.149,-49.2737,78.7006,
0.998535,-0.0961914,-0.192383,2.56348,-9.8877,-1.40381,-312,-33,126,-150.793,-77.5854,16.8091,0.394043,-0.50293,1.15137,-2.50244,24.6582,49.9878,71,93,367,-2.10388,-11.8158,-91.9885,0.956543,-0.702148,0.00390625,51.0864,-7.38525,-54.4434,-84,-6,197,-100.651,-63.7317,-3.63098,0.831055,-0.61377,-0.181152,24.4751,0.549316,-62.3779,-103,453,182,-108.029,-50.2899,79.118,
0.994629,-0.0742188,-0.183105,-1.58691,-10.3149,-1.52588,-312,-33,127,-151.408,-77.4316,17.4738,0.304688,-0.324707,1.0708,-2.01416,29.1748,62.439,71,93,367,-2.47742,-11.4148,-91.1151,0.927246,-0.43457,-0.0751953,43.1519,-9.94873,-65.0024,-83,-5,198,-100.415,-64.8248,-2.82898,0.816406,-0.538086,-0.165039,31.0059,1.52588,-68.7256,-104,450,183,-107.886,-51.1853,79.4806,
1.00293,-0.0742188,-0.17334,-4.3335,-8.60596,-1.95312,-313,-32,129,-151.908,-77.3328,17.9846,0.251465,-0.178711,0.975098,2.0752,26.8555,62.5,71,93,367,-2.85645,-10.838,-89.8297,0.903809,-0.269531,-0.0874023,23.5596,-11.4136,-69.0308,-83,-7,197,-100.882,-66.1816,-1.62048,0.812988,-0.497559,-0.106445,32.8369,1.77002,-69.519,-105,446,184,-107.661,-52.4432,80.0079,
1.02197,-0.0839844,-0.164551,-4.57764,-6.71387,-2.0752,-313,-32,128,-152.501,-77.2449,18.5834,0.175293,-0.0126953,0.870117,10.5591,24.231,53.894,71,93,367,-2.91687,-10.3162,-88.6816,0.852051,-0.183105,-0.119629,16.1743,-9.46045,-64.5752,-84,-9,198,-101.492,-67.2144,-0.631714,0.775391,-0.484375,-0.138184,31.8604,1.34277,-64.4531,-107,442,183,-107.441,-53.6627,80.5243,
1.04395,-0.097168,-0.168945,-1.89209,-2.38037,-1.83105,-312,-34,130,-152.809,-77.2174,18.8965,0.101074,0.125,0.817871,16.4795,26.4282,46.3257,71,93,367,-2.77954,-9.89868,-87.9181,0.817383,-0.129883,-0.141113,13.4888,-8.17871,-57.7393,-83,-11,199,-102.431,-68.4998,0.719604,0.791016,-0.439453,-0.174805,35.5835,-0.183105,-54.5044,-108,439,183,-107.243,-54.4757,80.9033,
1.05859,-0.117188,-0.16748,0.244141,-0.12207,-2.0752,-312,-35,130,-152.963,-77.2394,19.0887,0.0532227,0.213867,0.79248,19.5923,25.2075,39.6729,71,93,367,-2.38403,-9.28345,-87.0447,0.816406,-0.0532227,-0.177246,12.207,-5.06592,-45.2271,-85,-14,199,-103.173,-69.3402,1.73584,0.837891,-0.368164,-0.15918,36.6821,-0.915527,-46.2036,-110,437,183,-106.919,-55.3821,81.3757,
1.07617,-0.12793,-0.179688,2.2583,2.99072,-1.95312,-310,-36,129,-152.946,-77.3053,19.1217,0.0195312,0.327148,0.799316,20.813,22.7051,28.8696,71,93,367,-1.96106,-8.84399,-86.5338,0.831055,0.0239258,-0.17041,11.8408,-3.54004,-35.2173,-87,-17,199,-104.024,-70.307,2.94434,0.849609,-0.302246,-0.211914,29.7852,-1.70898,-30.8228,-112,434,182,-106.655,-55.9204,81.6724,
1.08936,-0.134277,-0.184082,4.27246,6.04248,-1.34277,-310,-34,127,-152.77,-77.3877,19.0009,0.00341797,0.386719,0.81543,17.5171,19.5923,22.522,71,93,367,-1.34583,-8.30566,-86.0175,0.83252,0.0883789,-0.22168,9.52148,-3.23486,-19.6533,-88,-20,199,-104.81,-71.0431,4.07593,0.858887,-0.290039,-0.222656,23.0103,-1.52588,-17.9443,-112,431,183,-106.392,-56.3654,81.98,
1.10449,-0.126465,-0.192871,3.479,8.8501,-0.183105,-311,-33,126,-152.386,-77.536,18.6823,-0.03125,0.445801,0.819336,11.7798,11.9629,11.6577,71,93,367,-0.769043,-7.88818,-85.6879,0.834961,0.15332,-0.209473,1.34277,-3.479,-0.976562,-90,-22,200,-105.381,-71.3947,4.84497,0.843262,-0.30127,-0.18457,3.90625,-2.13623,1.64795,-113,429,181,-106.331,-56.4807,82.1448,
1.07666,-0.120117,-0.183594,2.92969,6.89697,0.366211,-311,-32,126,-151.941,-77.6569,18.2922,-0.0234375,0.46582,0.819336,2.50244,2.38037,-5.67627,71,93,367,-0.401001,-7.68494,-85.6384,0.827148,0.139648,-0.181152,-8.23975,-3.05176,13.4277,-88,-22,201,-106.035,-71.5649,5.55359,0.836914,-0.34668,-0.181641,-11.5967,-2.19727,22.2168,-114,429,180,-106.408,-56.3214,82.1558,
1.07275,-0.115723,-0.195312,0.549316,5.5542,0.915527,-313,-33,127,-151.567,-77.7667,17.9517,-0.0107422,0.42627,0.819824,-2.50244,-4.94385,-18.6768,71,93,367,-0.0274658,-7.59705,-85.8801,0.816895,0.0112305,-0.210449,-15.686,0.366211,29.6021,-89,-23,202,-106.386,-71.4331,5.75134,0.833008,-0.356934,-0.186523,-15.2588,-1.95312,34.8511,-114,429,180,-106.551,-55.8105,82.0074,
1.04541,-0.112305,-0.184082,-0.12207,5.49316,1.58691,-314,-33,126,-151.155,-77.8601,17.5342,0.0424805,0.374023,0.822266,-11.3525,-15.1978,-31.6162,71,93,367,0.148315,-7.69043,-86.2592,0.833984,-0.0888672,-0.169434,-14.2822,-0.244141,46.4478,-89,-23,201,-106.523,-70.9167,5.57007,0.84082,-0.38916,-0.224609,-31.0669,-0.793457,50.4761,-114,429,180,-106.771,-55.0085,81.6779,
1.03027,-0.114258,-0.186035,-2.01416,3.41797,1.58691,-314,-35,126,-150.914,-77.9095,17.2595,0.0947266,0.308105,0.834961,-15.3809,-19.5312,-37.4756,71,93,367,0.236206,-7.98706,-86.9403,0.827637,-0.171387,-0.166992,-15.564,0.671387,52.3071,-87,-23,199,-106.32,-70.0818,5.00977,0.813965,-0.426758,-0.350586,-38.5742,-1.89209,59.5093,-114,430,181,-107.078,-54.2615,81.3757,
1.02686,-0.112793,-0.185547,-3.05176,3.05176,1.83105,-313,-34,127,-150.65,-77.948,16.9244,0.144531,0.183594,0.845703,-16.1743,-23.5596,-42.3584,71,93,367,0.219727,-8.42651,-87.7313,0.810059,-0.321289,-0.289551,-13.1836,0.0610352,58.8989,-86,-22,199,-106.188,-69.2688,4.53735,0.777832,-0.501953,-0.253418,-34.729,-3.05176,61.9507,-113,431,181,-107.452,-53.1738,80.9857,
1.01807,-0.109375,-0.194824,-2.19727,4.21143,2.13623,-310,-33,128,-150.43,-77.9755,16.6498,0.191895,0.050293,0.893555,-18.9209,-23.7427,-44.4336,71,93,367,0.115356,-8.80005,-88.3795,0.90332,-0.341309,-0.175293,-13.4277,0.183105,62.6221,-85,-20,197,-105.831,-68.0603,3.78479,0.842285,-0.518066,-0.208008,-38.147,-1.52588,61.8896,-112,434,181,-107.65,-52.3224,80.6506,
1.02295,-0.102051,-0.197266,-1.89209,4.21143,1.52588,-311,-34,126,-150.139,-78.0304,16.3037,0.26709,-0.0234375,0.969238,-19.3481,-23.3154,-44.2505,71,93,367,-0.109863,-9.32739,-89.2529,0.95752,-0.401367,-0.164551,-21.7285,4.94385,64.6973,-86,-20,200,-105.304,-66.8298,2.75757,0.870117,-0.604004,-0.195312,-45.2881,-0.610352,59.3872,-111,436,181,-108.127,-51.2402,80.2222,
1.04102,-0.0966797,-0.208008,-0.549316,5.24902,1.28174,-311,-35,125,-149.881,-78.0908,15.9906,0.305664,-0.174316,1.04346,-16.6016,-23.0713,-48.0957,71,93,367,-0.318604,-9.73389,-89.9506,0.902344,-0.530273,-0.0834961,-38.0859,4.76074,59.8145,-82,-17,202,-105.013,-65.9125,1.90613,0.758789,-0.67334,-0.166016,-51.3916,-0.610352,54.6265,-109,438,182,-108.715,-50.2515,79.7992,
1.04736,-0.0986328,-0.206055,1.2207,5.61523,0.732422,-312,-35,125,-149.65,-78.1512,15.7379,0.316895,-0.299805,1.06348,-9.21631,-25.8789,-44.3726,71,93,367,-0.560303,-10.2997,-90.8624,0.847168,-0.702148,-0.0263672,-47.5464,4.27246,53.3447,-82,-15,201,-104.865,-64.726,0.76355,0.739258,-0.824219,-0.209961,-51.4526,1.58691,46.814,-107,441,183,-109.199,-49.5813,79.4586,
1.04297,-0.105957,-0.193848,2.31934,4.27246,0.366211,-311,-35,127,-149.37,-78.2281,15.4742,0.330566,-0.466797,1.11182,-1.64795,-31.311,-39.978,71,93,367,-0.703125,-10.9534,-91.6809,0.830566,-0.986816,0.0336914,-46.5088,2.38037,41.9312,-80,-12,202,-104.843,-63.88,-0.065918,0.640137,-0.972656,-0.195312,-35.0952,1.64795,36.7432,-106,442,184,-109.704,-48.8397,79.0466,
1.0332,-0.118652,-0.189941,4.15039,0.854492,0.12207,-312,-33,128,-149.216,-78.2611,15.3589,0.423828,-0.619141,1.1543,-2.01416,-31.9214,-29.3579,71,93,367,-0.85144,-11.5027,-92.2083,0.88916,-1.20654,0.0551758,-29.9683,2.86865,27.771,-79,-10,202,-104.755,-62.9407,-1.01624,0.726562,-1.06299,-0.172363,-4.3335,3.17383,14.8315,-104,444,184,-109.797,-48.4772,78.8104,
1.02734,-0.12207,-0.18457,5.06592,-0.305176,-0.12207,-313,-34,127,-149.084,-78.2556,15.3094,0.527344,-0.70166,1.18506,0.610352,-19.7754,-16.2354,71,93,367,-1.10962,-12.1399,-92.6587,0.986816,-1.29297,0.097168,3.66211,5.85938,2.44141,-77,-10,203,-104.244,-62.4518,-1.76331,0.717773,-1.07617,-0.130371,25.6958,3.11279,-5.5542,-103,445,184,-109.435,-48.3838,78.6566,
1.02148,-0.109863,-0.182617,4.45557,-2.44141,-0.732422,-313,-34,127,-149.09,-78.2281,15.4028,0.492676,-0.633301,1.23047,5.92041,2.80762,7.50732,71,93,367,-1.26343,-12.3431,-92.7191,1.02686,-1.16504,0.112305,30.6396,7.93457,-21.4233,-75,-8,201,-103.519,-62.4298,-2.21924,0.778809,-0.991211,-0.111816,46.2646,1.40381,-29.3579,-102,447,184,-108.633,-48.7299,78.7225,
1.01172,-0.0893555,-0.183105,1.28174,-4.39453,-1.40381,-314,-34,126,-149.26,-78.1952,15.6281,0.458008,-0.59375,1.22607,2.13623,15.564,24.4751,71,93,367,-1.55457,-12.2333,-92.373,0.973633,-0.985352,0.0844727,40.8325,7.01904,-35.7666,-76,-7,202,-102.387,-62.8143,-2.63123,0.796387,-0.751465,-0.166504,44.7998,-0.12207,-48.7671,-102,448,184,-108.078,-49.2517,78.9313,
1.00537,-0.0830078,-0.179199,-0.671387,-5.24902,-1.83105,-314,-34,128,-149.683,-78.1348,16.0895,0.354004,-0.452148,1.15527,0.0610352,23.8647,41.687,71,93,367,-1.9281,-11.8433,-91.6315,0.895996,-0.694336,-0.0112305,43.396,1.83105,-52.8564,-79,-6,204,-101.684,-63.3636,-2.65869,0.786133,-0.660156,-0.206055,38.4521,-0.488281,-56.2134,-102,447,185,-107.562,-50.1801,79.3378,
0.998535,-0.0908203,-0.16748,-1.2207,-6.46973,-1.95312,-311,-34,127,-150.057,-78.0853,16.4905,0.26416,-0.299805,1.04053,-3.35693,24.8413,51.3306,71,93,367,-2.2467,-11.4807,-90.9009,0.855469,-0.516113,-0.0600586,33.7524,-2.86865,-59.4482,-79,-6,203,-101.25,-64.3689,-2.25769,0.778809,-0.591797,-0.198242,32.3486,-0.0610352,-60.9131,-103,446,185,-107.265,-51.2402,79.8267,
1.00488,-0.0942383,-0.158203,-1.2207,-7.26318,-1.83105,-310,-34,125,-150.557,-77.9974,17.0178,0.220215,-0.180176,0.954102,-2.62451,21.8506,52.9785,71,93,367,-2.64771,-10.9918,-89.8242,0.837891,-0.364258,-0.0869141,19.104,-6.95801,-60.73,-80,-8,203,-101.492,-65.5225,-1.45569,0.779785,-0.538086,-0.20459,33.3862,0.793457,-60.9131,-105,445,184,-107.095,-52.0642,80.2002,
1.03076,-0.0996094,-0.155273,-1.70898,-5.24902,-1.70898,-311,-35,127,-150.991,-77.926,17.4847,0.178711,-0.0419922,0.871094,6.83594,21.5454,45.8984,71,93,367,-2.80151,-10.6567,-89.0332,0.826172,-0.274902,-0.132812,12.207,-7.87354,-56.5186,-80,-9,202,-101.992,-66.3849,-0.670166,0.783691,-0.515137,-0.209473,37.8418,0.488281,-58.4717,-106,444,183,-106.793,-53.1409,80.7111,
1.04688,-0.105957,-0.15625,0.12207,0.976562,-1.46484,-311,-36,128,-151.128,-77.926,17.644,0.118164,0.0498047,0.836914,14.4653,24.1699,43.1519,71,93,367,-2.70813,-10.1514,-88.1323,0.828613,-0.200195,-0.123535,11.9019,-6.95801,-50.7812,-80,-10,202,-102.799,-67.467,0.461426,0.804688,-0.447754,-0.180176,39.7949,-0.305176,-50.0488,-108,442,184,-106.501,-53.8824,81.0846,
1.06006,-0.111816,-0.15625,1.0376,3.72314,-1.89209,-310,-36,128,-151.084,-78.0029,17.6495,0.0629883,0.162109,0.83252,19.6533,25.6958,35.4004,71,93,367,-2.35107,-9.55261,-87.3358,0.840332,-0.113281,-0.151367,13.855,-3.66211,-41.9922,-83,-13,199,-103.315,-68.2251,1.25244,0.825195,-0.405273,-0.162598,37.7197,-1.28174,-41.748,-109,440,184,-106.1,-54.7064,81.5295,
1.08105,-0.119141,-0.168457,3.60107,7.75146,-1.77002,-310,-37,127,-150.831,-78.1512,17.4738,0.0307617,0.255371,0.841309,19.8975,22.9492,26.4893,71,93,367,-1.97754,-9.11316,-86.8689,0.855469,-0.0283203,-0.162598,14.5264,-2.92969,-27.2827,-85,-17,200,-103.909,-69.104,2.21924,0.851562,-0.367676,-0.17334,30.8838,-2.50244,-28.7476,-111,438,182,-105.765,-55.3107,81.925,
1.09717,-0.125488,-0.162109,3.96729,10.2539,-1.15967,-312,-36,129,-150.48,-78.2886,17.1991,0.012207,0.334961,0.856445,17.0288,17.9443,20.6909,71,93,367,-1.42273,-8.59131,-86.391,0.862305,0.0214844,-0.195312,13.4888,-2.50244,-17.9443,-85,-19,200,-104.431,-69.7632,3.12012,0.852051,-0.339844,-0.175293,23.1323,-3.84521,-13.6108,-112,436,181,-105.584,-55.5963,82.1777,
1.10156,-0.12207,-0.170898,3.05176,12.4512,0.366211,-312,-35,128,-149.848,-78.5028,16.6498,0.00634766,0.39502,0.844238,8.60596,8.78906,8.91113,71,93,367,-1.03821,-8.31116,-86.1493,0.861328,0.0795898,-0.20752,5.5542,0,-2.0752,-85,-19,199,-104.755,-70.0873,3.67493,0.854004,-0.327148,-0.169922,17.0898,-4.08936,-1.40381,-113,435,182,-105.397,-55.7227,82.4139,
1.08838,-0.116699,-0.182617,1.89209,11.4136,0.671387,-310,-35,128,-149.238,-78.6621,16.0895,0.0180664,0.401855,0.832031,2.68555,2.0752,-2.01416,71,93,367,-0.626221,-8.10791,-86.0724,0.85498,0.0766602,-0.211426,-4.69971,2.50244,9.27734,-87,-20,199,-105.084,-70.2905,4.10889,0.84375,-0.35498,-0.17627,9.39941,-3.78418,14.4653,-113,435,181,-105.26,-55.5634,82.5183,
1.06299,-0.109863,-0.147461,-0.427246,9.64355,1.09863,-311,-36,128,-148.568,-78.8434,15.4413,0.0302734,0.357422,0.838379,-3.11279,-5.24902,-16.6626,71,93,367,-0.318604,-8.07495,-86.2811,0.836914,-0.019043,-0.208984,-16.3574,4.88281,23.2544,-83,-23,199,-105.315,-70.1752,4.10889,0.825684,-0.382324,-0.182617,2.0752,-2.92969,28.0762,-113,435,181,-105.161,-55.2777,82.5018,
