ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,
1.00977,-0.104004,-0.19043,-3.78418,-12.8784,-0.305176,-316,-37,122,-147.865,-78.4424,13.3264,0.240234,-0.133789,0.962402,-2.2583,27.4658,49.0112,71,93,367,-3.8562,-12.1014,-91.4117,0.899414,-0.260742,-0.118164,33.4473,-5.7373,-54.1992,-88,-16,197,-98.2013,-64.7314,-7.98706,0.842773,-0.464844,-0.18457,13.1836,2.80762,-51.9409,-100,453,186,-106.408,-52.0477,81.2659,
1.03223,-0.103516,-0.156738,-5.5542,-10.1318,-0.610352,-317,-34,123,-148.568,-78.2721,13.9581,0.20166,-0.0546875,0.944824,3.66211,28.6865,48.2178,71,93,367,-4.05945,-11.4862,-90.4449,0.888672,-0.138184,-0.101074,4.63867,-9.15527,-53.3447,-87,-17,195,-98.5254,-65.6488,-7.28943,0.825195,-0.453125,-0.167969,11.6577,2.44141,-46.936,-102,451,185,-106.43,-52.9706,81.6119,
1.04639,-0.103516,-0.175293,-3.11279,-4.5166,-0.12207,-319,-33,122,-148.947,-78.1842,14.2877,0.10791,0.081543,0.887695,14.3433,23.5596,36.1328,71,93,367,-3.99353,-11.0303,-89.8187,0.855469,-0.161621,-0.10791,0.732422,-8.66699,-48.1567,-87,-19,196,-99.3823,-66.7859,-6.26221,0.799805,-0.496582,-0.152344,5.24902,2.31934,-38.4521,-104,448,185,-106.518,-53.5638,81.8372,
1.05811,-0.115723,-0.158691,-0.854492,-3.35693,-0.488281,-319,-32,124,-149.172,-78.1348,14.502,0.0620117,0.17334,0.851562,17.0288,20.5688,29.7241,71,93,367,-3.64746,-10.4865,-89.176,0.846191,-0.114258,-0.111328,2.44141,-6.10352,-36.377,-88,-21,195,-100.179,-67.7197,-5.32837,0.794922,-0.443359,-0.160156,7.69043,1.28174,-30.6396,-105,444,186,-106.595,-54.2065,82.0898,
1.07568,-0.119141,-0.148926,1.40381,0,-0.366211,-318,-35,125,-149.211,-78.1293,14.5844,0.0224609,0.267578,0.829102,17.0288,16.4795,20.0195,71,93,367,-3.15308,-9.99207,-88.7311,0.838867,-0.0551758,-0.130371,7.56836,-3.96729,-22.9492,-90,-24,195,-100.613,-68.28,-4.72412,0.815918,-0.42041,-0.146973,6.83594,0.488281,-19.3481,-106,441,184,-106.644,-54.635,82.2876,
1.0874,-0.122559,-0.148926,1.2207,2.62451,-0.427246,-317,-36,125,-149.057,-78.1787,14.4965,0.0219727,0.326172,0.832031,11.3525,10.3149,12.2681,71,93,367,-2.76306,-9.70642,-88.5004,0.85498,-0.00341797,-0.13623,7.44629,-2.0752,-12.3291,-89,-27,196,-101.025,-68.8293,-4.06494,0.82373,-0.39502,-0.174805,4.94385,-1.0376,-6.28662,-106,439,183,-106.65,-54.8108,82.392,
1.08691,-0.124512,-0.157227,0.854492,6.28662,0,-316,-37,126,-148.727,-78.2886,14.2108,0.0288086,0.373535,0.823242,4.08936,4.3335,5.00488,71,93,367,-2.33459,-9.45923,-88.3521,0.858398,0.0283203,-0.162109,4.63867,-0.244141,1.95312,-88,-29,197,-101.212,-69.093,-3.70789,0.813477,-0.388184,-0.181152,2.86865,-1.77002,4.08936,-107,438,184,-106.633,-54.8328,82.4579,
1.07568,-0.118164,-0.164062,0.854492,6.5918,0.610352,-315,-35,125,-148.409,-78.382,13.9197,0.0327148,0.353027,0.830078,-3.23486,-0.0610352,-7.20215,71,93,367,-2.0874,-9.36035,-88.3685,0.835449,0.0195312,-0.165527,-2.31934,1.0376,13.0005,-88,-30,197,-101.415,-69.1974,-3.40576,0.802246,-0.410156,-0.203125,-1.09863,-3.17383,17.6392,-107,436,184,-106.633,-54.6735,82.4634,
1.05225,-0.109375,-0.157715,-0.12207,4.39453,0.244141,-313,-36,125,-148.019,-78.4863,13.5681,0.0332031,0.326172,0.81543,-5.7373,-3.41797,-16.3574,71,93,367,-1.8512,-9.31641,-88.6157,0.831543,-0.0498047,-0.168457,-9.39941,2.13623,26.7944,-91,-30,196,-101.591,-68.9886,-3.33984,0.804199,-0.430176,-0.186035,-5.24902,-3.60107,29.9683,-107,436,184,-106.633,-54.256,82.3975,
1.04297,-0.0991211,-0.160156,-2.19727,2.50244,0.305176,-312,-36,124,-147.909,-78.5358,13.4528,0.0761719,0.282227,0.83252,-9.21631,-10.1929,-26.1841,71,93,367,-1.66443,-9.41528,-89.0717,0.852051,-0.110352,-0.148926,-16.5405,3.84521,37.7197,-93,-29,195,-101.646,-68.6426,-3.48816,0.80957,-0.44873,-0.173828,-10.0708,-3.41797,37.6587,-107,436,183,-106.65,-53.6298,82.2327,
1.03711,-0.0952148,-0.164551,-2.31934,2.56348,0.427246,-311,-35,124,-147.799,-78.5907,13.3429,0.134277,0.187012,0.874023,-11.0474,-15.2588,-33.3252,71,93,367,-1.59302,-9.59106,-89.5166,0.872559,-0.185547,-0.141113,-21.8506,5.18799,43.9453,-95,-28,196,-101.629,-67.9889,-3.92761,0.825195,-0.507324,-0.181152,-15.9912,-2.80762,45.4712,-107,438,184,-106.699,-53.053,82.0404,
1.0293,-0.103516,-0.165039,-1.77002,1.58691,0.427246,-313,-33,122,-147.7,-78.6292,13.2385,0.180176,0.106934,0.90332,-11.5356,-18.2495,-37.4146,71,93,367,-1.56555,-9.94812,-90.2142,0.888672,-0.320801,-0.130371,-24.0479,6.65283,49.0112,-95,-26,196,-101.508,-67.132,-4.60327,0.817383,-0.53418,-0.188477,-18.6768,-1.46484,48.584,-106,440,184,-106.782,-52.2015,81.7163,
1.02734,-0.105957,-0.175781,-1.0376,0.549316,0.244141,-314,-36,124,-147.673,-78.6401,13.2001,0.229004,-0.00195312,0.952148,-13.2446,-21.0571,-38.3911,71,93,367,-1.604,-10.2777,-90.791,0.89502,-0.442871,-0.106445,-24.292,8.05664,50.0488,-95,-28,193,-101.327,-66.4124,-5.22949,0.804199,-0.653809,-0.195801,-20.874,-0.183105,50.4761,-105,442,184,-106.891,-51.3116,81.3208,
1.03418,-0.109863,-0.186035,-0.12207,0.732422,0.0610352,-316,-37,124,-147.662,-78.6456,13.1616,0.259277,-0.0898438,0.987305,-13.0005,-22.9492,-39.917,71,93,367,-1.73584,-10.7886,-91.5601,0.89502,-0.548828,-0.0864258,-22.8882,8.54492,48.645,-94,-24,194,-101.003,-65.4126,-6.15784,0.789551,-0.654297,-0.223633,-20.1416,0.854492,46.0205,-104,445,184,-106.968,-50.658,81.0132,
1.03857,-0.116211,-0.174316,-0.488281,0.427246,-0.0610352,-316,-38,123,-147.618,-78.6566,13.0847,0.297363,-0.237793,1.03223,-9.82666,-23.4375,-33.9966,71,93,367,-1.92261,-11.3269,-92.2797,0.883301,-0.648926,-0.0639648,-18.0054,7.26318,42.4805,-91,-21,196,-100.712,-64.6765,-6.83899,0.758301,-0.666992,-0.220215,-20.9351,2.19727,40.3442,-102,447,186,-107.056,-49.8944,80.6232,
1.0459,-0.112793,-0.191895,0.488281,-0.976562,-0.183105,-316,-37,123,-147.667,-78.6456,13.1067,0.322754,-0.39209,1.10449,-3.96729,-24.4141,-29.8462,71,93,367,-2.05994,-11.7389,-92.7631,0.875977,-0.729492,-0.0166016,-20.1416,4.76074,34.2407,-91,-19,197,-100.41,-63.7976,-7.61353,0.750977,-0.793945,-0.210449,-23.1934,2.56348,30.8838,-101,449,185,-107.177,-49.4165,80.3595,
1.04492,-0.123535,-0.189453,0.976562,-0.976562,0.488281,-316,-35,123,-147.684,-78.6127,13.0902,0.359863,-0.495117,1.16895,-1.0376,-23.3154,-24.8413,71,93,367,-2.22473,-12.2827,-93.2904,0.916992,-0.95459,0.0341797,-22.8271,0.366211,19.4702,-88,-18,196,-100.366,-63.111,-8.15735,0.786133,-0.874512,-0.169922,-18.2495,2.80762,18.7988,-100,452,186,-107.369,-48.9825,80.0903,
1.03516,-0.132812,-0.193359,2.62451,-2.86865,0.488281,-315,-35,123,-147.667,-78.5797,13.0737,0.467285,-0.641113,1.22705,7.32422,-16.9067,-11.7798,71,93,367,-2.3291,-12.6508,-93.576,1.01855,-1.1665,0.0727539,-5.00488,0,-3.84521,-86,-16,195,-100.382,-62.8033,-8.41003,0.816406,-1.00635,-0.14502,-3.479,4.39453,-4.88281,-99,454,186,-107.441,-48.9276,79.9365,
1.02246,-0.132324,-0.192383,2.92969,-4.5166,0.488281,-314,-33,125,-147.733,-78.4918,13.1396,0.502441,-0.619141,1.21045,12.6343,-4.69971,1.77002,71,93,367,-2.40051,-12.9584,-93.6694,1.01514,-1.20557,0.0878906,12.207,0,-21.1182,-86,-14,195,-100.085,-62.8033,-8.62976,0.76709,-1.08496,-0.193359,21.9727,3.11279,-27.8931,-99,454,186,-107.281,-49.1693,79.9365,
1.01025,-0.112793,-0.189453,1.28174,-7.8125,-0.0610352,-313,-32,124,-148.002,-78.371,13.3209,0.465332,-0.567383,1.20508,3.72314,13.1226,24.1089,71,93,367,-2.57629,-12.9034,-93.3783,0.966797,-1.07715,0.0517578,37.9028,-0.0610352,-38.7573,-86,-14,196,-99.6405,-63.0725,-8.6792,0.759766,-0.933594,-0.1875,30.0903,1.95312,-43.1519,-98,453,187,-106.886,-49.812,80.1068,
1.01221,-0.081543,-0.1875,-1.34277,-9.58252,-0.671387,-313,-34,122,-148.398,-78.2556,13.8208,0.354004,-0.42334,1.0708,-0.549316,20.9351,41.1987,71,93,367,-2.85095,-12.6617,-92.8729,0.909668,-0.810059,0.0141602,47.3633,-0.915527,-46.7529,-87,-14,197,-98.8385,-63.7042,-8.5968,0.76123,-0.744629,-0.182129,32.4097,0.305176,-54.7485,-99,453,185,-106.529,-50.7184,80.4474,
1.01514,-0.0688477,-0.175293,-3.2959,-9.70459,-1.0376,-313,-34,122,-149.09,-78.1128,14.5184,0.272949,-0.280762,1.00488,-3.11279,22.2778,48.7061,71,93,367,-3.26843,-12.2223,-91.9666,0.872559,-0.489746,-0.0322266,42.1753,-4.21143,-54.1382,-86,-14,197,-98.2672,-64.6106,-8.22876,0.825684,-0.443848,-0.174805,27.4658,0.976562,-59.3262,-100,452,185,-106.309,-51.4984,80.7715,
1.01611,-0.0839844,-0.154785,-5.24902,-9.76562,-1.15967,-310,-34,123,-149.628,-78.0139,15.0568,0.220703,-0.105957,0.933594,-1.77002,24.1089,53.3447,71,93,367,-3.54309,-11.8597,-91.1865,0.887695,-0.215332,-0.118652,30.4565,-7.69043,-60.2417,-86,-17,196,-98.1793,-65.484,-7.68494,0.821777,-0.467773,-0.172363,14.8926,2.31934,-56.4575,-100,450,185,-106.249,-52.5531,81.189,
1.02344,-0.0986328,-0.157227,-5.06592,-7.75146,-0.671387,-310,-32,124,-150.222,-77.8986,15.6226,0.194336,-0.027832,0.900391,6.5918,26.7334,48.8892,71,93,367,-3.70789,-11.2994,-90.1593,0.882324,-0.122559,-0.111328,8.36182,-10.437,-58.6548,-85,-18,194,-98.7396,-66.7914,-6.60278,0.808594,-0.426758,-0.165039,13.916,2.31934,-51.3916,-102,448,185,-106.254,-53.3167,81.4801,
1.03613,-0.12207,-0.156738,-3.84521,-5.00488,-0.610352,-309,-36,125,-150.551,-77.8162,15.9027,0.120117,0.0810547,0.864258,15.9302,27.771,40.5273,71,93,367,-3.54309,-10.6732,-89.3024,0.850098,-0.114746,-0.123047,1.15967,-9.52148,-51.0864,-87,-21,194,-99.5142,-67.7087,-5.69092,0.805176,-0.447754,-0.155762,6.16455,2.44141,-44.4946,-103,445,185,-106.359,-54.201,81.8262,
1.0625,-0.132324,-0.170898,-0.671387,-0.732422,-0.366211,-314,-28,130,-150.661,-77.7887,15.9851,0.0512695,0.217773,0.836426,20.1416,24.6582,29.7852,71,93,367,-3.24097,-10.2063,-88.786,0.836426,-0.0771484,-0.128418,0.244141,-8.11768,-41.5649,-89,-23,193,-100.552,-68.7634,-4.52087,0.793457,-0.459473,-0.165527,7.14111,1.46484,-33.2031,-104,442,185,-106.469,-54.8987,82.1118,
1.07031,-0.128418,-0.17041,1.64795,2.38037,-0.244141,-313,-35,125,-150.54,-77.8217,15.8807,0.0185547,0.309082,0.817871,19.9585,20.3857,22.3389,71,93,367,-2.67517,-9.63501,-88.2861,0.832031,-0.0219727,-0.128418,6.28662,-4.57764,-26.8555,-88,-25,194,-101.338,-69.5709,-3.54858,0.813965,-0.387207,-0.14502,7.20215,0.183105,-19.6533,-106,438,184,-106.496,-55.2667,82.2711,
1.07959,-0.124512,-0.168945,3.41797,4.63867,-0.427246,-313,-36,128,-150.342,-77.8766,15.7269,-0.00439453,0.386719,0.807617,13.855,13.1226,14.0381,71,93,367,-2.22473,-9.28345,-88.0389,0.844238,0.0581055,-0.148926,8.8501,-1.83105,-11.2305,-92,-29,194,-101.695,-70.0269,-2.98828,0.819336,-0.370117,-0.165527,6.28662,-1.09863,-8.78906,-107,436,185,-106.49,-55.5304,82.4139,
1.08545,-0.111328,-0.183105,3.54004,7.08008,0.183105,-312,-36,126,-149.991,-77.9919,15.4688,-0.015625,0.429688,0.809082,6.71387,7.93457,6.65283,71,93,367,-1.70288,-8.95386,-87.8467,0.844727,0.0849609,-0.166504,6.28662,-0.671387,1.64795,-90,-32,195,-102.008,-70.3894,-2.42249,0.812012,-0.359375,-0.186523,3.60107,-2.62451,6.95801,-108,434,184,-106.463,-55.5084,82.4854,
1.06396,-0.109863,-0.15918,2.13623,4.94385,-0.0610352,-312,-34,123,-149.551,-78.1183,15.1062,0.00732422,0.407715,0.822266,-2.74658,1.40381,-7.69043,71,93,367,-1.34033,-8.7616,-87.9016,0.828125,0.0673828,-0.175293,-3.11279,0.732422,18.1274,-92,-33,196,-102.228,-70.4333,-2.10938,0.810547,-0.388672,-0.19873,-0.305176,-4.3335,22.0947,-108,433,184,-106.447,-55.3052,82.4854,
1.05273,-0.100098,-0.167969,0.427246,2.92969,0.488281,-314,-33,122,-149.398,-78.1732,14.9908,0.0151367,0.369141,0.814453,-7.26318,-6.22559,-21.3013,71,93,367,-1.14807,-8.72314,-88.1323,0.833496,-0.00976562,-0.172852,-10.8032,2.2583,32.8369,-93,-32,194,-102.354,-70.2356,-2.06543,0.80957,-0.398926,-0.180176,-3.60107,-4.63867,32.0435,-109,433,185,-106.436,-54.7943,82.4084,
1.04199,-0.102051,-0.16748,-0.305176,1.58691,0.732422,-315,-33,123,-149.216,-78.2227,14.8425,0.0561523,0.344238,0.817871,-11.1694,-12.085,-29.4189,71,93,367,-0.955811,-8.8385,-88.6432,0.84668,-0.0678711,-0.161621,-16.1133,3.90625,41.9312,-92,-33,193,-102.365,-69.7028,-2.3291,0.811035,-0.44043,-0.167969,-9.8877,-3.96729,43.5791,-109,433,184,-106.436,-54.267,82.2711,
1.03809,-0.0952148,-0.179199,-1.70898,1.15967,0.549316,-314,-35,122,-149.161,-78.2391,14.7821,0.122559,0.257812,0.851074,-13.1226,-17.8223,-36.1328,71,93,367,-0.873413,-9.04175,-89.1321,0.864746,-0.183594,-0.149902,-21.9116,6.16455,51.0254,-91,-33,194,-102.277,-69.126,-2.75208,0.824219,-0.487793,-0.188477,-14.8926,-3.35693,50.1099,-108,434,185,-106.474,-53.41,82.002,
1.03271,-0.100586,-0.180176,-1.09863,2.44141,0.976562,-314,-35,122,-149.073,-78.2721,14.6613,0.179199,0.145508,0.887695,-14.6484,-20.9351,-40.8936,71,93,367,-0.86792,-9.44824,-89.8956,0.878418,-0.287598,-0.148438,-23.9868,7.38525,55.603,-91,-31,194,-102.03,-68.1647,-3.56506,0.822266,-0.543457,-0.18457,-21.6675,-1.58691,55.4199,-108,438,185,-106.54,-52.4377,81.6229,
1.02734,-0.106934,-0.18457,-0.732422,2.31934,0.549316,-316,-35,122,-148.909,-78.3051,14.4635,0.231445,0.00976562,0.940918,-16.6626,-24.1699,-42.2974,71,93,367,-0.98877,-9.9646,-90.7306,0.889648,-0.411133,-0.119141,-26.2451,9.33838,57.9834,-91,-30,195,-101.656,-67.0715,-4.5813,0.795898,-0.603516,-0.197754,-24.231,-0.183105,56.9458,-106,441,185,-106.622,-51.6687,81.2823,
1.03467,-0.110352,-0.192383,-0.488281,2.2583,0.488281,-316,-33,124,-148.832,-78.327,14.3536,0.280273,-0.131836,0.988281,-15.9912,-26.7944,-44.1895,71,93,367,-1.14258,-10.4041,-91.3733,0.881836,-0.559082,-0.0961914,-25.2075,9.27734,55.9082,-90,-27,195,-101.343,-66.1981,-5.39978,0.782715,-0.616211,-0.222168,-24.5972,1.40381,54.0771,-105,442,187,-106.732,-50.6744,80.8154,
1.03809,-0.111816,-0.188965,-0.0610352,2.19727,0.549316,-316,-33,124,-148.694,-78.36,14.1943,0.302734,-0.253418,1.03076,-12.3291,-27.6489,-39.4897,71,93,367,-1.38428,-11.0248,-92.1973,0.87207,-0.648438,-0.0727539,-23.2544,8.23975,50.1099,-90,-24,196,-100.915,-65.0665,-6.44348,0.738281,-0.681152,-0.218262,-25.5127,3.11279,46.3867,-104,445,185,-106.87,-49.8065,80.354,
1.04883,-0.115234,-0.204102,0.244141,0.183105,0.366211,-316,-34,124,-148.618,-78.3655,14.0955,0.357422,-0.443359,1.12012,-4.57764,-29.9072,-34.3018,71,93,367,-1.54907,-11.5247,-92.7521,0.874023,-0.82666,-0.00390625,-26.7944,4.88281,37.2314,-89,-18,196,-100.69,-64.314,-7.11914,0.749023,-0.878906,-0.203613,-24.292,3.60107,34.3628,-102,448,185,-107.012,-49.2737,80.0464,
1.05176,-0.122559,-0.220703,2.62451,0.366211,0.610352,-316,-34,124,-148.574,-78.3435,14.0186,0.404297,-0.570801,1.18701,-0.915527,-28.5034,-27.5879,71,93,367,-1.73584,-12.1893,-93.3673,0.941406,-1.05371,0.0600586,-26.4282,1.0376,24.1089,-88,-19,196,-100.618,-63.4955,-7.81128,0.811523,-0.944824,-0.135742,-14.7705,3.90625,19.4092,-101,451,185,-107.144,-48.8068,79.7333,
1.02783,-0.12793,-0.182129,5.00488,-3.78418,0.488281,-317,-36,122,-148.486,-78.3105,13.9636,0.527344,-0.689941,1.23096,7.14111,-16.9067,-12.085,71,93,367,-1.87866,-12.7332,-93.7134,1.02588,-1.27441,0.0996094,-1.77002,2.50244,-1.40381,-88,-17,197,-100.432,-63.067,-8.28369,0.788574,-1.09717,-0.154297,4.39453,4.82178,-7.99561,-99,453,186,-107.128,-48.7463,79.5959,
1.021,-0.120117,-0.19873,4.02832,-5.31006,-0.183105,-314,-35,123,-148.574,-78.2336,14.0625,0.502441,-0.646973,1.2793,9.27734,4.02832,8.05664,71,93,367,-1.95557,-12.887,-93.7408,1.01904,-1.26221,0.108398,23.4375,1.15967,-25.5737,-91,-14,199,-100.025,-63.0725,-8.53088,0.769531,-1.11865,-0.185547,22.3999,3.66211,-27.2217,-98,454,187,-106.837,-49.0759,79.574,
1.01367,-0.09375,-0.208984,2.19727,-7.87354,-0.366211,-316,-35,126,-148.914,-78.1128,14.4305,0.477051,-0.633789,1.23535,0.610352,13.1836,24.1699,71,93,367,-2.22473,-12.7826,-93.4113,0.972656,-1.07568,0.0664062,40.8936,0.610352,-38.3301,-92,-14,198,-99.2505,-63.4515,-8.65723,0.763184,-0.900391,-0.188477,29.2969,1.52588,-46.5088,-97,454,186,-106.441,-49.79,79.7772,
0.989746,-0.0620117,-0.195801,-1.2207,-9.70459,-0.366211,-314,-35,125,-149.332,-78.0029,14.8645,0.358398,-0.453125,1.10645,-3.11279,19.4702,41.5649,71,93,367,-2.56531,-12.5464,-92.9004,0.885742,-0.711914,0.0131836,43.7622,-2.0752,-50.0488,-92,-14,198,-98.6188,-63.9679,-8.5968,0.754395,-0.708496,-0.180664,29.541,-0.305176,-56.9458,-98,454,186,-106.221,-50.4932,80.0409,
0.991211,-0.0551758,-0.178711,-3.17383,-11.4136,-0.671387,-314,-36,125,-150.057,-77.8381,15.6171,0.280273,-0.288574,1.00342,-4.45557,19.7754,49.6826,71,93,367,-3.03223,-12.1564,-91.9666,0.862793,-0.498535,-0.0200195,36.7432,-5.43213,-56.0913,-90,-15,198,-98.1683,-64.9072,-8.20679,0.819336,-0.48877,-0.150879,26.3672,0,-60.6079,-99,453,186,-106.018,-51.5424,80.4749,
0.999023,-0.0751953,-0.157715,-5.00488,-10.5591,-0.854492,-312,-37,126,-150.798,-77.6788,16.3477,0.221191,-0.119629,0.904785,-1.89209,24.9634,55.2979,71,93,367,-3.40027,-11.673,-90.8844,0.881836,-0.243164,-0.0981445,28.1372,-8.36182,-62.1338,-88,-14,199,-98.2562,-66.1102,-7.38281,0.838379,-0.445312,-0.17041,17.1509,2.13623,-58.3496,-100,451,185,-105.969,-52.6355,80.8978,
1.01807,-0.105469,-0.163574,-4.45557,-5.06592,-0.549316,-311,-37,126,-151.188,-77.5964,16.7157,0.171875,-0.0332031,0.895508,8.97217,29.9072,48.0347,71,93,367,-3.52112,-11.228,-90.0934,0.87793,-0.111816,-0.107422,8.17871,-10.9863,-59.5703,-89,-17,196,-98.7451,-67.121,-6.5094,0.813965,-0.447266,-0.15918,12.5732,1.89209,-51.6357,-102,449,185,-105.991,-53.399,81.1835,
1.04053,-0.120605,-0.157715,-3.05176,-2.80762,-1.09863,-312,-38,127,-151.419,-77.558,16.897,0.108398,0.0761719,0.875977,16.4185,31.4941,41.626,71,93,367,-3.3728,-10.5304,-89.1925,0.855957,-0.104004,-0.115723,1.70898,-10.3149,-52.7344,-89,-19,196,-99.7943,-68.3679,-5.22949,0.804688,-0.430664,-0.15332,11.2305,1.58691,-44.0674,-104,446,184,-106.057,-54.2834,81.535,
1.08008,-0.137207,-0.163086,0,1.52588,-1.0376,-309,-37,125,-151.469,-77.569,16.9299,0.0375977,0.228027,0.835938,21.7896,26.001,30.2124,71,93,367,-3.0542,-10.0195,-88.6652,0.827637,-0.065918,-0.124023,5.79834,-7.75146,-39.6118,-92,-21,194,-100.794,-69.3842,-4.03198,0.793457,-0.407715,-0.157227,8.36182,0.427246,-32.7759,-105,442,183,-106.089,-54.8108,81.7603,
1.09521,-0.137207,-0.163086,1.83105,5.24902,-1.0376,-309,-34,124,-151.254,-77.6569,16.7432,0.00244141,0.327637,0.814453,21.7896,21.4844,21.9116,71,93,367,-2.44446,-9.41528,-88.1598,0.830078,0.0229492,-0.136719,10.1929,-4.69971,-24.1089,-93,-22,195,-101.349,-69.9994,-3.24646,0.810547,-0.393555,-0.140137,8.78906,-0.12207,-21.4844,-105,440,183,-106.139,-55.3107,82.002,
1.11084,-0.132812,-0.173828,2.44141,8.23975,-0.610352,-311,-35,126,-150.859,-77.8052,16.3971,-0.0166016,0.413574,0.807617,14.7095,12.7563,14.4653,71,93,367,-1.80725,-8.95935,-87.8302,0.844727,0.0776367,-0.150879,10.437,-2.31934,-11.2915,-95,-25,197,-101.827,-70.5872,-2.42249,0.820801,-0.362793,-0.166992,6.34766,-1.64795,-6.22559,-107,438,183,-106.122,-55.5249,82.1558,
1.09521,-0.116699,-0.180664,2.19727,12.207,1.34277,-312,-36,127,-150.447,-77.9425,16.0236,-0.0078125,0.469727,0.820312,4.63867,4.63867,2.2583,71,93,367,-1.40625,-8.74512,-87.7094,0.848145,0.111328,-0.174316,5.00488,-0.244141,5.85938,-95,-29,195,-102.047,-70.8398,-1.98853,0.811035,-0.351562,-0.19043,3.11279,-3.2959,10.0098,-108,436,182,-106.106,-55.4974,82.2107,
1.05957,-0.108887,-0.156738,0,9.33838,0.854492,-312,-36,126,-149.749,-78.1403,15.3754,-0.00439453,0.423828,0.815918,-2.62451,-0.854492,-9.0332,71,93,367,-1.02173,-8.60229,-87.7863,0.820312,0.0795898,-0.177734,-2.80762,0.427246,18.3716,-96,-29,195,-102.283,-70.8838,-1.63696,0.806152,-0.378906,-0.204102,-0.12207,-4.3335,21.8506,-108,435,183,-106.095,-55.1953,82.2217,
1.05029,-0.104492,-0.146484,-2.44141,4.5166,0.976562,-312,-36,128,-149.469,-78.2336,15.1007,0.0175781,0.374512,0.802246,-8.60596,-9.39941,-23.2544,71,93,367,-0.829468,-8.60229,-88.0334,0.82373,-0.00537109,-0.177734,-11.4136,1.83105,33.8745,-96,-29,197,-102.448,-70.5597,-1.59302,0.802246,-0.401855,-0.181152,-5.00488,-4.69971,35.1562,-109,434,182,-106.095,-54.7943,82.1722,
1.04199,-0.111328,-0.143555,-3.11279,2.80762,0.793457,-314,-37,128,-149.2,-78.3105,14.837,0.0668945,0.337402,0.805664,-12.3291,-14.0381,-30.8838,71,93,367,-0.65918,-8.76709,-88.5773,0.844727,-0.0913086,-0.156738,-18.2495,3.84521,45.7153,-96,-29,196,-102.453,-70.1147,-1.81274,0.811523,-0.451172,-0.172852,-10.6812,-3.90625,46.7529,-109,435,182,-106.1,-54.0637,81.9965,
1.03857,-0.116211,-0.15332,-3.05176,3.54004,0.671387,-313,-36,127,-149.002,-78.371,14.6008,0.141602,0.230957,0.84082,-12.7563,-18.8599,-37.5977,71,93,367,-0.576782,-9.09668,-89.2694,0.866211,-0.185059,-0.157715,-22.0337,5.5542,52.2461,-95,-30,197,-102.31,-69.2853,-2.42249,0.811035,-0.497559,-0.182129,-15.0146,-2.50244,52.9175,-109,438,183,-106.128,-53.1573,81.7053,
1.02393,-0.125488,-0.185059,0,3.2959,0.610352,-310,-37,124,-148.815,-78.4094,14.3921,0.208984,0.0976562,0.894043,-13.916,-20.5078,-43.2739,71,93,367,-0.576782,-9.42078,-89.8627,0.890137,-0.321777,-0.14502,-24.5972,8.11768,57.6782,-98,-28,195,-102.096,-68.5272,-3.07068,0.814453,-0.582031,-0.195312,-21.9727,-0.915527,57.0068,-107,440,183,-106.177,-52.4103,81.4142,
1.00977,-0.138184,-0.193848,1.46484,3.84521,0.12207,-312,-36,123,-148.541,-78.4534,14.0625,0.245117,-0.00585938,0.941406,-14.5874,-22.8271,-43.7622,71,93,367,-0.675659,-9.91516,-90.7251,0.889648,-0.424805,-0.122559,-26.7334,9.21631,59.021,-97,-25,195,-101.7,-67.3956,-4.11987,0.797363,-0.59668,-0.213379,-25.5737,0.549316,57.312,-105,442,185,-106.287,-51.3721,80.9637,
1.02051,-0.14209,-0.199219,2.99072,2.0752,0.183105,-313,-37,123,-148.326,-78.4753,13.8098,0.280273,-0.151855,1.00537,-13.4277,-25.8789,-44.8608,71,93,367,-0.796509,-10.3381,-91.3788,0.876953,-0.56543,-0.10498,-25.8179,8.8501,56.2134,-95,-23,196,-101.261,-66.2146,-5.224,0.769531,-0.633301,-0.227051,-27.5269,2.92969,52.7344,-104,445,184,-106.447,-50.3998,80.4803,
1.03369,-0.133789,-0.200195,4.08936,0,0.0610352,-312,-36,122,-148.151,-78.4698,13.6121,0.327148,-0.293945,1.0918,-9.27734,-28.1372,-41.3818,71,93,367,-0.999756,-10.9479,-92.2302,0.878418,-0.746582,-0.0605469,-28.3203,6.83594,46.1426,-93,-20,198,-100.992,-65.3632,-5.99304,0.779297,-0.73877,-0.231934,-33.02,6.10352,41.9312,-102,449,185,-106.6,-49.7791,80.1123,
1.04443,-0.122559,-0.200195,5.37109,-2.56348,-0.12207,-312,-35,123,-148.123,-78.4314,13.623,0.408691,-0.614746,1.23438,6.16455,-31.5552,-36.499,71,93,367,-1.10962,-11.6345,-93.0157,0.922363,-0.978516,0.00390625,-34.1797,3.41797,32.1655,-93,-20,198,-100.887,-64.3964,-6.83899,0.776855,-0.939453,-0.182617,-27.6489,7.14111,28.3203,-101,451,184,-106.848,-49.1858,79.6619,
