ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,
-0.0200195,-0.466797,0.932617,-9.58252,1.46484,-4.15039,-108,301,-660,1.2854,2.4115,-26.9934,0.947266,-0.165527,-0.302734,-9.76562,-13.4888,8.66699,-93,-160,341,137.175,-71.7352,109.308,0.890137,-0.24707,0.0209961,-3.35693,-0.427246,10.6812,-315,27,257,-124.025,-80.2277,32.2064,
0.00244141,-0.48877,0.937012,-4.63867,-0.427246,6.65283,-107,302,-660,1.13159,2.43347,-27.0099,0.97168,-0.229492,-0.319336,-9.39941,-9.8877,-1.52588,-93,-158,340,137.977,-71.7572,108.259,0.876953,-0.266113,0.0429688,-4.69971,-5.06592,1.95312,-314,29,257,-123.503,-80.1288,31.5308,
0.000976562,-0.471191,0.936035,0.244141,-1.40381,17.7612,-106,302,-661,1.05469,2.43347,-26.9495,0.965332,-0.239258,-0.323242,-2.68555,-5.43213,-10.437,-95,-157,342,138.455,-71.7407,107.633,0.871582,-0.26709,0.0307617,-5.18799,-9.8877,-7.50732,-312,30,257,-123.58,-80.0958,31.4978,
0.00732422,-0.430176,0.928711,3.84521,-2.31934,26.123,-106,302,-660,0.983276,2.41699,-26.7517,0.941895,-0.186035,-0.333984,6.53076,-1.0376,-18.8599,-95,-158,342,138.609,-71.6693,107.485,0.883789,-0.239746,-0.0283203,-6.04248,-14.4653,-16.5405,-310,32,257,-124.464,-80.1123,32.2229,
0.0268555,-0.398926,0.922852,4.82178,-3.60107,30.7007,-106,303,-659,0.939331,2.38403,-26.4771,0.922852,-0.0947266,-0.342773,12.207,2.50244,-26.7334,-94,-156,343,138.532,-71.5869,107.644,0.891602,-0.213867,-0.0727539,-5.92041,-17.0288,-21.6675,-311,32,257,-126.304,-80.1782,33.9258,
0.0478516,-0.334473,0.911133,6.89697,-3.11279,35.7666,-107,303,-660,0.911865,2.34009,-26.1365,0.912598,0.00830078,-0.348633,14.4653,6.04248,-35.0342,-93,-154,345,138.082,-71.3892,108.303,0.90625,-0.181152,-0.118652,-4.63867,-20.9961,-27.8931,-313,32,257,-129.001,-80.2716,36.524,
0.0205078,-0.223145,0.947266,10.1929,-3.54004,39.978,-107,304,-660,0.944824,2.30164,-25.7245,0.904785,0.0400391,-0.339844,15.0757,7.69043,-40.5273,-92,-157,344,137.219,-71.109,109.429,0.923828,-0.151855,-0.13916,-3.17383,-24.231,-33.4473,-313,29,257,-132.391,-80.376,39.8639,
0.0625,-0.137695,0.937988,13.1836,-2.92969,44.9219,-107,304,-661,1.01624,2.2467,-25.2301,0.91748,0.119141,-0.333496,13.1836,9.94873,-47.2412,-91,-157,345,135.989,-70.7574,110.945,0.945312,-0.133789,-0.135742,-1.52588,-26.6113,-38.5132,-311,29,259,-136.357,-80.4803,43.8245,
0.0698242,-0.0332031,0.968262,13.0615,-2.80762,48.645,-107,305,-661,1.07117,2.20276,-24.8456,0.916016,0.179199,-0.315918,13.6719,12.5122,-52.3682,-90,-160,346,134.484,-70.34,112.742,0.958496,-0.141602,-0.126953,-0.549316,-27.2827,-41.687,-311,26,259,-139.224,-80.5408,46.7139,
0.0668945,0.0922852,1.00684,10.1318,-3.84521,50.7812,-108,305,-660,1.16455,2.13135,-24.1864,0.937988,0.249023,-0.297852,13.3667,14.4043,-54.3823,-88,-162,346,133.401,-70.0378,114.044,0.979492,-0.131836,-0.128418,3.41797,-27.2827,-43.5791,-310,25,262,-143.635,-80.6067,51.1688,
0.0532227,0.159668,1.03906,5.43213,-4.15039,50.293,-109,305,-659,1.2085,2.03247,-23.4668,0.931152,0.337891,-0.298828,11.5967,17.8833,-54.2603,-88,-163,346,131.671,-69.5599,116.098,1.00098,-0.147461,-0.143066,5.61523,-26.5503,-43.7622,-310,23,261,-148.101,-80.6232,55.7336,
0.0517578,0.237305,1.05566,-2.13623,-4.63867,48.5229,-109,305,-659,1.17004,1.92261,-22.7307,0.917969,0.419922,-0.292969,12.4512,18.2495,-49.9878,-85,-165,347,129.891,-69.082,118.207,1,-0.146973,-0.152344,10.1929,-22.8271,-41.8091,-310,19,263,-152.221,-80.6122,59.9908,
0.0327148,0.314453,1.0791,-10.2539,-5.31006,44.4336,-109,306,-660,1.03271,1.80176,-22.0221,0.914062,0.478516,-0.263184,14.7705,18.1274,-46.6919,-85,-166,347,128.271,-68.6151,120.201,1.00732,-0.0712891,-0.158203,16.3574,-19.043,-38.6353,-308,21,263,-155.978,-80.5847,64.0063,
0.0170898,0.42627,1.12061,-11.7188,-5.37109,37.2314,-110,307,-659,0.862427,1.68091,-21.3959,0.897949,0.626953,-0.209961,19.7754,18.3105,-38.6353,-87,-167,345,126.793,-68.1866,122.124,1.03418,-0.015625,-0.177246,18.6157,-13.6108,-33.2031,-308,19,265,-158.258,-80.5737,66.5222,
-0.0107422,0.508301,1.20508,-6.5918,-3.72314,26.7334,-111,308,-659,0.774536,1.58752,-20.8905,0.912109,0.802246,-0.151855,20.2026,16.2354,-27.0996,-88,-171,344,125.513,-67.8406,123.904,1.08691,-0.0454102,-0.15918,15.625,-5.49316,-24.4751,-308,19,267,-161.73,-80.5957,70.4333,
-0.0166016,0.620605,1.23877,-1.40381,-1.28174,13.2446,-112,311,-658,0.802002,1.53259,-20.5554,0.966797,0.923828,-0.0952148,11.5356,12.5122,-10.9863,-87,-172,343,124.475,-67.6263,125.316,1.11328,0.109863,-0.130859,14.0991,5.18799,-12.6953,-307,16,269,-162.708,-80.6616,71.6089,
-0.0864258,0.503906,1.24609,8.48389,-1.64795,-3.84521,-113,312,-658,0.86792,1.51062,-20.4675,0.968262,0.984375,-0.0219727,5.61523,10.7422,7.8125,-86,-172,343,123.723,-67.6154,126.002,1.16846,0.315918,-0.212891,3.90625,14.2822,-2.99072,-307,15,270,-163.757,-80.8868,72.9987,
-0.078125,0.541016,1.19873,12.5122,0,-22.3389,-113,313,-657,1.14258,1.48865,-20.5664,0.936035,1.04688,-0.0102539,-6.34766,7.32422,21.6064,-87,-173,344,123.333,-67.7032,126.755,1.15332,0.312012,-0.285156,-1.0376,18.7988,4.39453,-306,16,272,-164.202,-81.1725,73.6963,
-0.0751953,0.490234,1.12549,9.15527,0.183105,-31.7383,-113,313,-658,1.40625,1.49963,-20.9125,0.932617,0.959961,-0.0722656,-24.353,1.2207,30.0903,-87,-174,342,122.866,-67.9175,127.106,1.14014,0.281738,-0.350586,-13.7939,22.2168,16.6626,-306,17,272,-163.663,-81.4471,73.2733,
-0.0786133,0.407227,1.0332,9.21631,2.13623,-42.9077,-113,313,-658,1.64795,1.53809,-21.4453,0.905762,0.848633,-0.110352,-34.668,-3.2959,32.4097,-88,-174,341,122.58,-68.1592,126.985,1.05078,0.019043,-0.291504,-19.7144,25.1465,27.6489,-309,17,269,-161.543,-81.6504,70.9662,
-0.0976562,0.327148,1.00439,8.05664,3.78418,-48.584,-114,312,-659,1.88416,1.61499,-22.088,0.881348,0.547852,-0.168945,-42.6636,-7.32422,39.3066,-88,-173,341,122.585,-68.4613,126.359,0.995605,-0.0107422,-0.210938,-13.0615,24.231,36.499,-309,16,269,-157.846,-81.7822,67.0331,
-0.0834961,0.210938,0.968262,3.60107,2.92969,-49.7437,-114,311,-659,2.06543,1.69739,-22.7637,0.895508,0.31543,-0.174316,-28.1982,-10.498,44.5557,-90,-172,342,123.184,-68.8898,125.173,0.965332,-0.0458984,-0.165039,-10.376,23.0103,40.4053,-310,15,267,-154.984,-81.8317,64.0503,
-0.0698242,0.0810547,0.940918,0.427246,2.92969,-48.4619,-114,311,-659,2.14783,1.75232,-23.2141,0.905273,0.230469,-0.175781,-11.1084,-13.3667,48.4619,-89,-171,341,123.931,-69.2303,124.167,0.944824,-0.126465,-0.116211,-8.60596,21.1182,42.3584,-311,17,266,-150.249,-81.8372,59.1119,
-0.0620117,-0.0136719,0.914551,-7.08008,6.65283,-44.7998,-113,309,-659,2.20825,1.8457,-23.8568,0.917969,0.186035,-0.214844,-4.82178,-16.4795,49.1333,-90,-170,340,125.453,-69.7357,122.404,0.933105,-0.189941,-0.0854492,-7.87354,20.3857,42.7856,-311,17,264,-145.168,-81.7383,53.7836,
-0.0395508,-0.10791,0.933594,-14.1602,9.27734,-42.4805,-113,308,-658,2.12585,2.0105,-24.4556,0.927246,0.0981445,-0.22168,-5.79834,-16.3574,47.7295,-91,-172,339,127.233,-70.2136,120.399,0.925293,-0.123535,-0.059082,-6.89697,20.1416,41.5039,-312,18,262,-140.268,-81.601,48.6694,
-0.0507812,-0.148926,0.931641,-19.6533,8.30078,-40.2222,-112,306,-658,1.91711,2.17529,-25.0214,0.936523,0.0532227,-0.210938,-3.23486,-17.2729,46.814,-92,-170,340,129.144,-70.6915,118.268,0.925781,-0.135742,-0.0664062,-10.1929,17.9443,37.0483,-313,21,261,-136.066,-81.4307,44.2529,
-0.0668945,-0.233887,0.95166,-20.0806,7.69043,-33.9355,-111,304,-659,1.63696,2.32361,-25.5103,0.94043,0.0273438,-0.241699,-5.67627,-16.3574,41.687,-91,-170,339,131.105,-71.109,116.087,0.913086,-0.132812,-0.0810547,-13.7939,15.3198,32.4097,-313,23,260,-133.704,-81.2988,41.7206,
0.0463867,-0.442871,0.937988,-2.99072,0.244141,-27.1606,-110,304,-659,1.4447,2.40051,-25.9277,0.908203,0.0200195,-0.270508,-11.0474,-15.2588,33.5083,-93,-171,339,132.83,-71.4276,114.082,0.901367,-0.195801,-0.108398,-17.9443,11.9629,25.6958,-316,23,260,-130.82,-81.0901,38.5126,
-0.0629883,-0.345215,0.915039,-12.207,0.793457,-19.5312,-109,304,-660,1.24146,2.44995,-26.2518,0.898926,-0.0483398,-0.305176,-19.9585,-15.0757,23.5596,-93,-169,340,133.841,-71.5759,112.83,0.88916,-0.247559,-0.0991211,-15.9912,7.26318,18.3105,-317,24,261,-128.688,-80.8704,35.9967,
-0.0209961,-0.429688,0.925293,-5.49316,-0.976562,-9.82666,-109,304,-660,1.12061,2.45544,-26.4001,0.912598,-0.145996,-0.35498,-22.8882,-12.8174,12.2681,-91,-166,342,135.077,-71.7188,111.138,0.868164,-0.269043,-0.09375,-12.4512,3.90625,13.3667,-316,24,260,-127.249,-80.6781,34.2004,
0.0249023,-0.439453,0.911621,-0.854492,-1.40381,0.488281,-108,304,-659,1.01074,2.44446,-26.5265,0.924316,-0.199219,-0.365723,-13.7329,-10.0098,1.77002,-91,-165,342,136.038,-71.7847,109.753,0.877441,-0.227539,-0.0566406,-6.40869,-1.83105,4.76074,-315,25,259,-126.601,-80.5408,33.316,
0.0317383,-0.426758,0.914062,0.854492,-1.70898,8.30078,-108,304,-659,0.933838,2.42249,-26.51,0.935059,-0.188477,-0.356934,-4.02832,-7.26318,-4.3335,-90,-164,342,136.758,-71.7902,108.814,0.871094,-0.263184,-0.034668,-4.5166,-7.08008,-3.78418,-315,27,259,-126.689,-80.4639,33.2281,
0.0341797,-0.398438,0.922852,3.66211,-0.793457,17.9443,-107,304,-660,0.884399,2.40051,-26.3617,0.935059,-0.143555,-0.359863,5.43213,-2.19727,-14.7095,-90,-164,343,137.093,-71.7188,108.468,0.895996,-0.219727,-0.0439453,-1.2207,-11.6577,-12.207,-312,27,258,-127.172,-80.4529,33.6401,
0.0478516,-0.353027,0.93457,4.94385,-0.793457,24.6582,-107,304,-661,0.85144,2.38403,-26.12,0.939941,-0.0786133,-0.354492,12.8174,2.31934,-22.2778,-91,-163,344,137.076,-71.5979,108.616,0.912109,-0.224609,-0.0932617,0.976562,-15.2588,-19.043,-312,26,259,-128.589,-80.4749,34.9969,
0.046875,-0.265137,0.94873,5.24902,-1.09863,29.541,-107,305,-660,0.829468,2.35657,-25.8069,0.925781,0.00537109,-0.354492,16.8457,6.22559,-29.0527,-90,-165,343,136.857,-71.488,108.984,0.917969,-0.206543,-0.114746,4.02832,-17.2729,-22.583,-312,26,259,-130.655,-80.5243,37.0514,
0.0410156,-0.179199,0.944824,6.71387,-2.44141,34.6069,-107,305,-660,0.818481,2.3291,-25.5487,0.916504,0.0737305,-0.343262,20.1416,9.27734,-35.5225,-91,-164,343,136.258,-71.2683,109.874,0.926758,-0.179688,-0.129883,7.20215,-19.7144,-27.5879,-311,25,259,-133.259,-80.5847,39.7266,
0.0473633,-0.105469,0.961426,9.33838,-2.2583,39.5508,-107,305,-659,0.829468,2.26868,-25.0873,0.917969,0.115723,-0.326172,20.4468,10.8643,-39.2456,-91,-165,343,135.346,-70.9937,111.143,0.943848,-0.166016,-0.117676,9.52148,-21.4233,-32.1045,-312,25,260,-136.335,-80.6616,42.9236,
0.0429688,-0.0356445,0.974609,9.58252,-2.74658,42.2363,-107,306,-660,0.878906,2.20276,-24.538,0.932129,0.170898,-0.305664,18.3716,13.3667,-43.5791,-90,-164,343,134.149,-70.6696,112.703,0.960938,-0.115723,-0.117676,12.6343,-21.7896,-35.2173,-311,27,259,-139.741,-80.7495,46.5436,
0.00976562,0.0708008,1.01514,10.498,-2.2583,45.3491,-108,306,-661,0.955811,2.13135,-23.9062,0.936035,0.24707,-0.276855,18.1885,14.8926,-46.0815,-90,-165,343,132.737,-70.3235,114.494,0.978027,-0.10791,-0.123047,15.3809,-21.9727,-37.7197,-312,27,260,-142.169,-80.8099,49.1418,
0.0307617,0.162109,1.03906,3.23486,-4.57764,45.5322,-108,307,-661,0.98877,2.02698,-23.2361,0.931641,0.347168,-0.276855,19.4702,16.4185,-45.5322,-89,-166,344,131.754,-70.0653,115.746,0.996094,-0.134277,-0.13916,17.0288,-20.5078,-37.4146,-314,25,260,-145.915,-80.8759,53.1903,
0.0317383,0.237305,1.05859,-2.44141,-4.15039,42.7856,-108,308,-662,0.950317,1.9281,-22.5659,0.924316,0.439941,-0.263184,14.8926,17.2119,-42.9688,-92,-169,342,130.243,-69.6643,117.675,0.995117,-0.165039,-0.128906,16.8457,-17.7002,-35.9497,-312,25,262,-149.337,-80.9088,56.8762,
0.0166016,0.334961,1.0791,-8.91113,-2.31934,36.1938,-109,310,-661,0.878906,1.87317,-22.1594,0.92627,0.519043,-0.22168,14.8926,16.9067,-34.668,-92,-169,343,128.743,-69.2798,119.531,1.00928,-0.0761719,-0.118652,21.3013,-13.0005,-32.5317,-311,23,262,-152.342,-80.9637,60.2216,
-0.0131836,0.403809,1.13477,-11.9019,-0.671387,27.9541,-110,311,-661,0.725098,1.80725,-21.6211,0.941895,0.588867,-0.167969,17.395,16.1743,-27.832,-92,-170,342,127.447,-68.9832,121.212,1.05762,-0.0288086,-0.124023,16.4185,-6.34766,-27.4048,-310,23,266,-154.957,-81.0626,63.1824,
-0.0292969,0.437012,1.16113,-8.97217,-0.671387,21.3623,-110,312,-660,0.598755,1.77429,-21.2036,0.964844,0.722656,-0.108887,15.1367,14.8926,-15.8691,-91,-171,343,126.354,-68.7909,122.69,1.08398,0.0927734,-0.150879,15.3198,-0.366211,-21.1182,-311,23,264,-156.462,-81.1505,64.9237,
-0.0756836,0.468262,1.17188,-3.84521,-1.34277,11.7798,-111,313,-660,0.576782,1.74133,-20.929,0.954102,0.828125,-0.074707,9.76562,12.7563,-4.94385,-90,-171,342,125.42,-68.703,123.926,1.10449,0.1875,-0.219727,9.39941,5.24902,-12.0239,-311,20,266,-158.368,-81.3153,67.2034,
-0.148438,0.406738,1.19922,7.8125,-1.34277,-0.488281,-111,315,-660,0.686646,1.71387,-20.8246,0.896973,0.932617,-0.0546875,1.89209,9.09424,4.63867,-88,-173,342,124.86,-68.6865,124.623,1.10205,0.255371,-0.293457,-0.549316,10.2539,-2.0752,-313,18,265,-159.67,-81.4966,68.8184,
-0.0991211,0.460938,1.16162,16.3574,-3.11279,-17.9443,-111,317,-660,0.999756,1.66992,-20.9619,0.887207,0.996094,-0.050293,-10.0098,3.2959,13.916,-89,-173,341,124.146,-68.692,125.425,1.11279,0.257812,-0.317383,-7.75146,13.3667,4.21143,-312,19,266,-160.269,-81.6833,69.6094,
-0.081543,0.437988,1.07617,12.6953,-1.64795,-33.3252,-112,318,-660,1.29639,1.64795,-21.3464,0.921875,0.902344,-0.0820312,-28.9917,-2.31934,22.8882,-96,-169,346,123.602,-68.7634,125.81,1.11182,0.181152,-0.289551,-17.0288,17.8223,14.8926,-310,18,265,-159.752,-81.8646,69.0875,
-0.0888672,0.376953,1.04248,11.3525,2.0752,-43.8232,-112,317,-659,1.47217,1.66443,-21.7035,0.928223,0.758301,-0.106445,-37.7808,-5.67627,27.5879,-91,-172,341,123.272,-68.9117,125.678,1.06934,0.0385742,-0.217773,-21.9116,20.5688,25.1465,-311,16,265,-157.731,-82.0129,66.8463,
-0.0742188,0.296387,1.04395,9.8877,3.11279,-49.0723,-112,316,-659,1.73035,1.74133,-22.3407,0.942871,0.500977,-0.141602,-40.7104,-9.76562,33.9355,-90,-173,340,123.333,-69.1589,124.997,1.00244,-0.0581055,-0.146973,-19.3481,21.4844,33.5083,-312,17,262,-155.517,-82.0844,64.4183,
-0.0737305,0.24707,1.00049,6.83594,2.74658,-49.8657,-112,314,-659,1.94458,1.82373,-23.0219,0.949219,0.30957,-0.169434,-29.7241,-12.6953,40.6494,-91,-171,340,123.959,-69.527,123.783,0.973145,-0.065918,-0.10498,-15.5029,20.813,38.5742,-313,17,263,-151.331,-82.1283,59.9249,
-0.0786133,0.119141,0.97168,1.64795,1.52588,-49.0723,-112,312,-659,2.07642,1.90063,-23.703,0.932129,0.22168,-0.172363,-14.1602,-14.2212,45.5322,-94,-169,339,124.7,-69.8236,122.761,0.945801,-0.151855,-0.0874023,-13.3057,18.9209,41.0156,-312,18,262,-146.656,-82.0898,54.9591,
-0.0771484,0.0302734,0.932617,-6.34766,4.21143,-46.2646,-111,310,-660,2.10938,1.98303,-24.3567,0.926758,0.175293,-0.210938,-7.69043,-17.2119,48.1567,-95,-168,338,126.205,-70.2905,120.97,0.939941,-0.17334,-0.0810547,-10.8643,19.104,41.0767,-312,20,259,-141.74,-81.9525,49.7571,
-0.0610352,-0.0576172,0.92627,-12.8784,5.92041,-43.1519,-111,308,-660,2.0105,2.09839,-24.9609,0.931152,0.137695,-0.237793,-7.50732,-17.2119,47.6074,-95,-168,338,128.035,-70.741,118.9,0.928711,-0.110352,-0.0917969,-10.437,18.7378,40.0391,-311,20,260,-137.181,-81.7603,44.9506,
-0.043457,-0.120605,0.92334,-17.6392,5.7373,-38.5132,-111,307,-660,1.88416,2.18079,-25.3345,0.918945,0.0961914,-0.227539,-5.85938,-16.9067,44.7998,-95,-169,337,129.93,-71.1639,116.757,0.928223,-0.0893555,-0.107422,-16.1743,17.5781,36.0718,-312,20,260,-133.418,-81.557,40.9406,
-0.065918,-0.231445,0.949219,-16.8457,5.61523,-32.7148,-110,306,-659,1.64795,2.29614,-25.8289,0.915039,0.0878906,-0.242676,-7.50732,-17.8833,39.7949,-95,-169,337,131.841,-71.5155,114.626,0.913574,-0.168945,-0.100098,-20.0806,14.6484,31.4941,-312,21,259,-131.259,-81.4032,38.54,
-0.050293,-0.271484,0.93457,-13.7939,5.98145,-28.2593,-110,305,-660,1.42822,2.40601,-26.2463,0.908203,0.0356445,-0.285156,-17.8833,-16.4795,31.4941,-96,-166,337,133.5,-71.7682,112.621,0.90918,-0.220215,-0.0913086,-19.6533,11.2305,26.4282,-313,21,260,-128.491,-81.156,35.3705,
-0.0488281,-0.285156,0.932617,-12.5122,3.23486,-22.0947,-109,304,-659,1.2854,2.46094,-26.5869,0.916992,-0.0629883,-0.314453,-21.6064,-15.8081,23.3154,-98,-164,338,134.489,-71.889,111.341,0.898926,-0.237793,-0.0864258,-17.6392,9.21631,22.2168,-314,21,258,-126.315,-80.9143,32.7832,
-0.019043,-0.37793,0.935547,-9.76562,1.09863,-13.6719,-108,304,-659,1.09314,2.49939,-26.8286,0.932129,-0.136719,-0.335938,-19.165,-13.2446,14.0381,-96,-165,338,135.802,-72.0264,109.583,0.891602,-0.23291,-0.0688477,-13.6719,4.39453,14.9536,-313,24,258,-124.849,-80.7111,30.9814,
0.00292969,-0.42041,0.933594,-5.61523,0.12207,-3.54004,-108,305,-659,0.944824,2.50488,-26.944,0.930176,-0.162109,-0.347656,-14.2822,-11.1084,7.93457,-96,-165,338,136.868,-72.1033,108.16,0.876465,-0.261719,-0.0556641,-9.46045,-0.793457,7.20215,-313,26,258,-124.096,-80.5463,29.9542,
0.0205078,-0.407715,0.92334,-1.95312,0.488281,7.38525,-107,304,-659,0.862427,2.51038,-26.944,0.932617,-0.177734,-0.362793,-5.67627,-7.8125,-1.28174,-94,-165,341,137.681,-72.1198,107.128,0.879395,-0.272461,-0.0449219,-4.21143,-6.16455,-0.915527,-312,26,257,-124.003,-80.4364,29.6741,
0.0117188,-0.367676,0.925781,0.305176,-0.488281,17.5171,-106,304,-659,0.769043,2.51038,-26.8341,0.928711,-0.15918,-0.369629,3.60107,-3.479,-10.376,-95,-164,341,138.186,-72.0758,106.562,0.88623,-0.25,-0.0615234,0,-10.7422,-8.91113,-313,27,258,-124.349,-80.3979,29.9432,
0.0209961,-0.352051,0.935547,2.31934,-0.915527,22.522,-106,305,-660,0.703125,2.4939,-26.6034,0.921387,-0.109863,-0.364746,12.7563,0.549316,-18.5547,-95,-163,341,138.345,-72.0209,106.458,0.904297,-0.227051,-0.0864258,3.54004,-14.3433,-16.4185,-314,27,256,-125.486,-80.3925,31.0309,
0.0292969,-0.298828,0.955078,4.15039,-1.0376,28.0762,-106,305,-661,0.65918,2.46643,-26.2903,0.931152,-0.0102539,-0.353516,18.3105,4.15039,-25.6958,-94,-163,340,138.29,-71.8835,106.721,0.916016,-0.208008,-0.100586,5.43213,-16.1743,-20.4468,-314,28,256,-127.288,-80.4419,32.8601,
0.0332031,-0.227051,0.950684,5.24902,-2.62451,32.5317,-106,306,-662,0.631714,2.41699,-25.9113,0.919922,0.0449219,-0.333984,19.2871,7.93457,-31.9214,-92,-161,340,137.84,-71.6913,107.474,0.927246,-0.181641,-0.114746,7.38525,-18.1274,-25.5737,-313,25,256,-129.628,-80.5243,35.2826,
0.0444336,-0.165039,0.959473,7.8125,-2.86865,36.6211,-106,306,-662,0.6427,2.35657,-25.4608,0.930664,0.108398,-0.32959,18.1885,9.09424,-36.499,-94,-161,339,136.994,-71.4441,108.649,0.941406,-0.158203,-0.120605,8.97217,-19.8975,-30.0293,-313,25,258,-132.446,-80.6342,38.2269,
0.0429688,-0.0888672,0.977051,9.8877,-3.72314,39.4897,-106,306,-661,0.670166,2.30713,-25.1257,0.916992,0.168945,-0.304199,18.1885,11.5356,-41.0156,-93,-160,340,135.84,-71.1475,110.154,0.951172,-0.150391,-0.118164,10.3149,-20.5078,-32.959,-312,23,259,-134.533,-80.7111,40.4242,
0.0483398,0.00683594,1.00049,11.4136,-4.45557,41.0156,-106,306,-660,0.74707,2.21924,-24.5709,0.931152,0.233887,-0.292969,17.2119,12.5122,-43.2129,-93,-161,341,134.511,-70.8069,111.846,0.969238,-0.11084,-0.121582,12.085,-20.2637,-35.3394,-311,23,260,-137.856,-80.8264,43.9343,
0.043457,0.0654297,1.01416,8.91113,-4.15039,41.1987,-106,306,-660,0.834961,2.12585,-23.9722,0.941406,0.316895,-0.273438,16.1743,15.5029,-43.5181,-92,-163,342,133.55,-70.5652,113.06,0.996094,-0.0922852,-0.129883,11.6577,-18.9819,-36.438,-310,22,260,-141.454,-80.9473,47.774,
0.0356445,0.113281,1.02881,4.82178,-3.60107,39.5508,-107,306,-661,0.878906,2.02698,-23.3679,0.937988,0.385742,-0.263184,13.5498,16.3574,-41.748,-90,-163,342,131.995,-70.2136,114.977,1.00146,-0.0981445,-0.138672,12.207,-17.5781,-35.9497,-309,21,261,-145.069,-81.0461,51.6193,
0.00634766,0.206055,1.04785,-0.793457,-3.66211,35.8276,-108,308,-660,0.86792,1.93909,-22.7911,0.928711,0.442871,-0.234375,12.6343,16.7847,-38.269,-90,-164,343,130.452,-69.8566,116.856,1.01172,-0.0688477,-0.152344,14.2212,-15.2588,-33.7524,-309,19,261,-148.524,-81.1285,55.3491,
-0.0151367,0.281738,1.05762,-3.11279,-3.72314,33.02,-108,309,-660,0.812988,1.8512,-22.2473,0.919434,0.480957,-0.216797,12.6953,16.4795,-35.4614,-90,-165,343,128.985,-69.5215,118.663,1.01074,-0.0493164,-0.164551,15.1367,-12.146,-30.5786,-308,16,261,-151.688,-81.189,58.7933,
-0.0336914,0.326172,1.08154,-1.2207,-3.05176,28.5645,-109,309,-661,0.791016,1.7688,-21.7639,0.908203,0.560059,-0.189453,13.6719,15.3809,-29.541,-90,-168,342,127.65,-69.2139,120.35,1.02881,-0.0112305,-0.165039,15.9912,-8.30078,-25.7568,-310,14,262,-153.556,-81.2219,60.8643,
-0.0439453,0.348145,1.11426,1.95312,-3.35693,22.3999,-110,310,-661,0.812988,1.71936,-21.4893,0.927246,0.633789,-0.146484,14.6484,13.6108,-21.7285,-91,-169,343,126.513,-68.9612,121.849,1.0498,0.0507812,-0.180664,14.0381,-4.21143,-20.2637,-312,15,264,-155.989,-81.2933,63.6328,
-0.0610352,0.344727,1.11523,4.94385,-1.77002,13.6719,-110,311,-661,0.906372,1.66443,-21.1542,0.934082,0.706055,-0.114746,12.2681,11.2915,-13.1836,-90,-171,342,125.859,-68.8293,122.734,1.06348,0.0830078,-0.192383,10.9253,-1.46484,-15.8081,-312,14,264,-157.967,-81.3702,65.9235,
-0.0991211,0.30957,1.12012,7.8125,-1.28174,7.08008,-111,312,-661,1.04919,1.62598,-20.9619,0.923828,0.731445,-0.103516,5.5542,8.42285,-5.00488,-88,-175,343,125.019,-68.692,123.843,1.06934,0.103027,-0.200684,5.5542,2.38037,-8.54492,-310,14,264,-159.34,-81.4636,67.5439,
-0.0883789,0.314941,1.11084,12.8174,-1.2207,-4.02832,-112,313,-661,1.2854,1.604,-20.9344,0.92627,0.713867,-0.101562,-0.610352,6.04248,-0.12207,-89,-175,341,124.338,-68.6151,124.656,1.06152,0.0751953,-0.195312,0.854492,5.92041,-1.09863,-311,14,264,-159.961,-81.557,68.3185,
-0.0722656,0.273438,1.06104,10.1318,-0.305176,-12.9395,-112,314,-660,1.51062,1.604,-21.0608,0.945801,0.620605,-0.116211,-9.94873,2.68555,6.53076,-89,-175,341,123.843,-68.6096,125.107,1.0376,0.015625,-0.169922,-2.0752,8.42285,6.16455,-311,12,264,-159.664,-81.6504,68.0768,
-0.0893555,0.239258,1.02979,8.97217,1.34277,-18.8599,-112,314,-659,1.71936,1.62598,-21.2805,0.942871,0.489746,-0.131836,-13.4888,-0.366211,12.2681,-89,-176,342,123.596,-68.6865,125.184,1,-0.0317383,-0.143555,-2.0752,9.46045,12.0239,-310,12,265,-158.978,-81.7053,67.3792,
-0.100586,0.186523,1.01709,7.50732,2.01416,-21.6675,-112,312,-659,1.8457,1.65894,-21.4673,0.933105,0.391113,-0.143066,-10.7422,-2.56348,17.0288,-89,-175,341,123.64,-68.8403,124.942,0.990723,-0.0317383,-0.125488,-0.854492,9.27734,15.3809,-308,11,266,-157.434,-81.7603,65.8081,
-0.09375,0.137207,0.997559,4.3335,2.01416,-22.4609,-112,312,-660,2.0105,1.70837,-21.7694,0.93457,0.344238,-0.152344,-6.28662,-4.94385,20.4468,-88,-173,341,123.838,-68.9667,124.64,0.983887,-0.0356445,-0.122559,-1.40381,9.15527,16.6626,-309,13,266,-155.61,-81.8042,63.9679,
