ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,
-0.00390625,-0.354004,0.925293,0.549316,-0.183105,13.6108,-109,306,-661,1.21399,2.28516,-25.686,0.935059,-0.150391,-0.342773,2.86865,-1.09863,-9.82666,-91,-164,341,135.533,-70.4114,110.446,0.881348,-0.228027,-0.0449219,-3.35693,-7.26318,-6.16455,-311,28,260,-131.704,-80.4254,39.6497,
0.00488281,-0.317383,0.925781,0.488281,-0.976562,21.5454,-109,305,-661,1.16455,2.27966,-25.5542,0.916992,-0.114258,-0.342773,9.33838,1.2207,-15.3809,-91,-164,340,135.742,-70.3894,110.281,0.899414,-0.199707,-0.0756836,-2.56348,-11.7188,-14.2212,-311,30,261,-132.786,-80.4254,40.6329,
0.0263672,-0.264648,0.931641,1.52588,-1.77002,27.6489,-109,306,-661,1.09314,2.2467,-25.274,0.919922,-0.0141602,-0.336914,14.4043,4.3335,-22.522,-90,-163,339,135.654,-70.285,110.544,0.915527,-0.167969,-0.0996094,-1.58691,-14.8315,-20.813,-311,29,261,-134.67,-80.4639,42.4622,
0.0375977,-0.205566,0.94043,3.23486,-1.70898,33.0811,-108,306,-660,1.02722,2.20276,-24.9115,0.922852,0.0620117,-0.320312,15.0757,7.50732,-29.2358,-91,-163,339,135.198,-70.1093,111.248,0.927734,-0.149902,-0.118652,-1.09863,-16.9678,-24.7803,-313,29,260,-136.274,-80.5023,44.0497,
0.0463867,-0.165039,0.95166,4.39453,-1.77002,35.6445,-108,307,-660,0.994263,2.15881,-24.472,0.927246,0.140625,-0.312988,13.3057,9.94873,-35.2783,-90,-165,340,134.698,-69.9554,111.923,0.947754,-0.126465,-0.123047,-0.366211,-18.6157,-28.9917,-314,28,260,-139.021,-80.5573,46.7963,
0.0332031,-0.113281,0.971191,5.61523,-1.09863,38.5742,-108,308,-661,0.977783,2.11487,-23.9722,0.927734,0.17627,-0.291992,11.6577,12.3291,-39.2456,-90,-164,340,133.698,-69.6918,113.17,0.953613,-0.120605,-0.125488,0.12207,-19.165,-31.4941,-312,27,260,-142.163,-80.6177,49.9658,
0.0380859,-0.0209961,0.991211,5.61523,-2.31934,40.2832,-109,309,-661,0.98877,2.07092,-23.4229,0.930176,0.246582,-0.287598,11.7188,14.2822,-41.5649,-88,-165,342,132.506,-69.3842,114.626,0.972168,-0.107422,-0.131836,1.89209,-20.0806,-34.2407,-312,26,258,-145.613,-80.6671,53.4705,
0.0205078,0.0698242,1.02295,3.96729,-2.2583,41.5039,-109,310,-662,0.999756,2.0105,-22.8406,0.932617,0.290527,-0.272949,11.6577,14.8926,-42.4805,-87,-165,342,131.193,-69.0491,116.23,0.98877,-0.100098,-0.134766,3.78418,-19.8364,-35.1562,-312,23,258,-149.194,-80.6946,57.1454,
0.0175781,0.180176,1.0542,3.35693,-3.84521,40.2222,-109,310,-661,1.00525,1.96106,-22.4451,0.933594,0.361816,-0.263184,11.0474,15.8691,-41.2598,-85,-166,343,129.82,-68.6865,117.894,1.00098,-0.100586,-0.153809,7.99561,-18.7988,-34.6069,-312,20,259,-151.54,-80.6946,59.5734,
0.012207,0.269531,1.09131,0.488281,-4.63867,35.6445,-110,311,-662,1.00525,1.86218,-21.8628,0.919434,0.464355,-0.250488,10.8032,16.3574,-38.4521,-85,-166,344,128.447,-68.3295,119.575,1.00879,-0.135742,-0.157715,11.6577,-15.564,-31.0059,-310,19,263,-154.814,-80.6671,63.0121,
0.00537109,0.360352,1.11182,-0.732422,-4.57764,30.2734,-110,312,-662,0.999756,1.76331,-21.3464,0.91748,0.583008,-0.224121,10.6812,14.4653,-31.0059,-86,-169,345,127.579,-68.0878,120.652,1.02441,-0.0581055,-0.143555,16.1133,-9.8877,-25.4517,-310,20,265,-157.39,-80.6451,65.7861,
-0.0141602,0.456543,1.1543,-4.57764,-4.02832,19.5312,-111,313,-661,0.966797,1.67542,-20.9729,0.939941,0.70459,-0.137207,13.4277,13.2446,-19.3481,-88,-170,344,126.442,-67.7966,122.113,1.06152,0.0366211,-0.157227,15.9302,-5.5542,-21.3623,-311,19,265,-159.521,-80.6836,68.2471,
-0.0551758,0.500488,1.1792,-4.76074,-3.23486,8.66699,-111,314,-662,0.939331,1.604,-20.7477,0.950195,0.85791,-0.0698242,10.6201,10.7422,-6.71387,-87,-171,345,125.508,-67.6263,123.382,1.10791,0.168945,-0.199219,9.94873,0.915527,-12.9395,-309,20,264,-161.257,-80.7825,70.3345,
-0.11377,0.434082,1.19336,4.76074,-2.2583,-3.96729,-112,315,-661,1.01074,1.56006,-20.6982,0.935059,0.942871,-0.0522461,4.02832,8.30078,0.671387,-87,-171,346,124.733,-67.5604,124.387,1.12354,0.22998,-0.247559,0.305176,7.8125,-2.86865,-308,19,265,-162.334,-80.9253,71.6693,
-0.0898438,0.496094,1.15283,13.9771,-1.2207,-19.2261,-113,316,-660,1.18103,1.54358,-20.7861,0.910645,0.956055,-0.0527344,-13.5498,2.99072,12.3291,-87,-172,344,124.069,-67.5769,125.024,1.11816,0.223145,-0.291992,-9.70459,13.3667,7.50732,-306,19,264,-162.609,-81.0406,72.0483,
-0.0795898,0.466309,1.08691,12.4512,-0.244141,-31.311,-113,316,-658,1.46667,1.53809,-21.0938,0.919922,0.852539,-0.0839844,-27.71,-2.92969,21.1182,-86,-172,345,123.591,-67.6703,125.222,1.08252,0.0600586,-0.257324,-16.2964,17.6392,17.7612,-308,20,263,-162.109,-81.2054,71.5375,
-0.078125,0.419434,1.06055,12.0239,1.2207,-38.0859,-114,315,-659,1.74133,1.57104,-21.5717,0.916504,0.654297,-0.14502,-34.9121,-7.87354,29.0527,-87,-173,345,123.442,-67.7747,125.068,1.03662,-0.0112305,-0.199219,-13.0005,19.6533,27.4658,-307,19,262,-160.137,-81.3428,69.3787,
-0.0585938,0.333496,1.02783,7.26318,3.54004,-45.4712,-114,314,-659,1.97205,1.64246,-22.1649,0.933594,0.445312,-0.163574,-28.6255,-11.2915,37.5366,-87,-173,343,123.607,-68.0164,124.382,1.02148,-0.0463867,-0.15918,-11.0474,20.4468,32.3486,-308,17,262,-156.962,-81.4526,66.0168,
-0.0488281,0.211426,1.00732,1.83105,3.479,-47.5464,-113,313,-659,2.12585,1.73035,-22.8131,0.946777,0.336426,-0.187012,-22.2168,-13.2446,41.8091,-87,-173,342,124.338,-68.3899,123.195,0.980469,-0.180664,-0.128906,-7.38525,21.2402,37.9639,-308,17,262,-152.704,-81.4911,61.5289,
-0.0424805,0.105957,0.958008,-3.54004,4.63867,-46.814,-113,311,-660,2.18628,1.83472,-23.4613,0.931152,0.207031,-0.242676,-12.6953,-15.8081,46.3257,-88,-174,341,125.607,-68.8239,121.569,0.938477,-0.112793,-0.117676,3.96729,20.3247,42.0532,-310,18,262,-147.788,-81.4362,56.4752,
-0.0527344,-0.0185547,0.928711,-11.1694,3.66211,-43.2129,-113,310,-660,2.15881,1.90063,-23.8678,0.94043,0.137207,-0.222656,6.16455,-15.8081,48.8892,-87,-173,340,127.381,-69.3182,119.636,0.955566,-0.0629883,-0.152344,3.96729,18.4326,39.6729,-308,17,263,-144.871,-81.3812,53.6133,
-0.0634766,-0.141602,0.91748,-14.5264,6.16455,-38.5132,-113,308,-659,2.03796,1.99402,-24.4281,0.89209,0.155273,-0.237305,8.05664,-15.7471,44.3726,-87,-171,341,129.282,-69.7577,117.74,0.922852,-0.12207,-0.127441,1.83105,16.1133,38.208,-310,21,262,-140.746,-81.2164,49.4385,
-0.0810547,-0.20752,0.924316,-14.5874,6.28662,-35.8887,-112,308,-659,1.86218,2.11487,-24.9335,0.896484,0.105469,-0.258789,4.57764,-18.1885,38.9404,-87,-169,340,130.54,-69.9884,116.45,0.921387,-0.110352,-0.103516,2.01416,14.5264,34.9121,-310,23,261,-137.06,-81.0187,45.7196,
-0.0625,-0.259277,0.930176,-14.1602,4.08936,-31.0059,-111,307,-660,1.66443,2.20825,-25.3729,0.904785,0.0126953,-0.262207,-3.66211,-15.3809,31.25,-89,-166,341,132.347,-70.285,114.538,0.891113,-0.178711,-0.0869141,-1.64795,11.6577,30.2124,-312,23,258,-133.945,-80.8044,42.4951,
-0.00292969,-0.165527,0.931152,-7.32422,0.915527,-25.5737,-110,306,-661,1.50513,2.26318,-25.752,0.904297,-0.0336914,-0.283203,-7.14111,-15.4419,25.8179,-90,-164,340,133.879,-70.5212,112.791,0.895996,-0.172852,-0.059082,-2.62451,8.05664,23.2544,-313,24,256,-131.512,-80.6012,39.9243,
-0.0332031,-0.358887,0.925293,-7.26318,1.40381,-15.8081,-109,306,-659,1.3623,2.29614,-26.0211,0.932617,-0.0830078,-0.293945,-7.69043,-13.5498,17.4561,-91,-162,340,135.203,-70.686,111.231,0.899414,-0.20752,-0.0410156,-4.63867,3.90625,15.625,-312,28,257,-129.836,-80.4309,38.0951,
0.00146484,-0.422363,0.932617,-2.62451,-0.0610352,-6.5918,-109,306,-660,1.29089,2.30713,-26.1365,0.942383,-0.126465,-0.326172,-11.1694,-10.376,8.11768,-90,-160,341,136.192,-70.7794,109.99,0.890625,-0.230469,-0.0273438,-5.98145,0.0610352,7.93457,-313,31,259,-129.089,-80.343,37.2382,
0.0244141,-0.42627,0.92627,-0.915527,0.0610352,4.21143,-108,305,-659,1.19751,2.30713,-26.2134,0.956543,-0.195801,-0.350586,-8.48389,-6.95801,-1.2207,-91,-158,341,136.681,-70.8179,109.336,0.87793,-0.251953,-0.0185547,-5.31006,-4.69971,-0.488281,-312,30,261,-128.546,-80.2496,36.5131,
-0.00195312,-0.394043,0.925781,0.244141,-0.732422,15.4419,-108,305,-659,1.10962,2.30713,-26.142,0.938965,-0.203613,-0.355469,0.244141,-2.2583,-10.7422,-93,-159,342,137.181,-70.8344,108.677,0.871582,-0.248047,-0.0253906,-4.69971,-8.05664,-6.40869,-312,32,259,-128.754,-80.2057,36.5625,
0.00146484,-0.384766,0.916016,1.89209,-1.0376,21.4233,-108,305,-659,1.03821,2.29065,-25.9442,0.915527,-0.129395,-0.353027,10.7422,1.58691,-19.4702,-92,-158,344,137.395,-70.7959,108.474,0.885742,-0.216309,-0.0576172,-4.02832,-12.5122,-15.1978,-314,30,261,-129.864,-80.2167,37.5458,
0.0444336,-0.31543,0.915527,3.84521,-1.58691,28.8086,-108,305,-659,0.98877,2.25769,-25.6476,0.918945,-0.0581055,-0.348633,14.0381,4.21143,-24.4751,-91,-159,345,137.285,-70.6805,108.759,0.90332,-0.1875,-0.0932617,-3.23486,-16.2354,-22.644,-314,30,259,-131.841,-80.2771,39.4299,
0.0424805,-0.233887,0.929688,4.5166,-2.92969,34.4849,-108,305,-659,0.950317,2.21375,-25.2686,0.912598,0.0185547,-0.333984,15.3809,7.75146,-31.9214,-92,-159,346,136.769,-70.4938,109.528,0.921875,-0.161621,-0.121094,-2.44141,-19.104,-27.71,-315,31,257,-133.555,-80.3265,41.1163,
0.0488281,-0.149902,0.950684,6.5918,-1.52588,38.6963,-108,306,-659,0.950317,2.18079,-24.8016,0.928711,0.109375,-0.335938,14.5874,9.76562,-38.147,-91,-159,345,135.89,-70.2411,110.682,0.944824,-0.13623,-0.121582,-1.34277,-21.0571,-31.9214,-316,30,259,-136.593,-80.4089,44.1321,
0.0546875,-0.0834961,0.969727,6.53076,-1.46484,42.7856,-109,307,-660,0.950317,2.14783,-24.4501,0.928223,0.166016,-0.305664,14.3433,13.5498,-43.2129,-92,-160,347,135.137,-70.0433,111.632,0.963867,-0.130859,-0.12793,-0.366211,-21.7896,-35.7056,-316,28,259,-140.037,-80.4913,47.5928,
0.0493164,0.00488281,1.00195,6.71387,-1.52588,44.5557,-109,306,-659,0.961304,2.09839,-23.8678,0.93457,0.245605,-0.296875,12.8174,15.3198,-44.7998,-92,-161,348,133.781,-69.7247,113.307,0.972168,-0.117676,-0.129883,0.976562,-21.6675,-37.4146,-314,26,259,-143.762,-80.5627,51.3611,
0.0400391,0.0917969,1.03369,5.12695,-2.2583,44.3115,-109,307,-659,0.983276,2.03796,-23.2361,0.936523,0.330078,-0.283691,11.5967,17.334,-46.5698,-92,-163,349,132.303,-69.3567,115.098,0.992676,-0.105469,-0.13623,3.17383,-20.813,-38.3911,-311,26,262,-147.623,-80.6177,55.3107,
0.0454102,0.158691,1.05225,2.44141,-4.08936,41.687,-109,308,-659,0.983276,1.95007,-22.5934,0.935547,0.393066,-0.265625,11.1694,18.6157,-45.0439,-91,-164,347,130.699,-68.9832,117.021,1.01709,-0.0908203,-0.158691,6.16455,-18.9209,-37.6587,-311,23,266,-151.403,-80.6506,59.2218,
0.0263672,0.253906,1.09521,-0.854492,-4.3335,38.3301,-110,309,-659,0.961304,1.8512,-21.9836,0.926758,0.487793,-0.258789,10.1318,18.4326,-40.7104,-91,-165,345,129.122,-68.6041,118.922,1.01758,-0.115723,-0.177246,9.09424,-14.7095,-33.8745,-308,21,266,-153.726,-80.6561,61.6443,
-0.0141602,0.397949,1.12891,-2.44141,-5.49316,30.8838,-110,310,-658,0.928345,1.74133,-21.4453,0.912109,0.595703,-0.21875,11.1694,17.0288,-34.2407,-90,-166,345,127.667,-68.2471,120.707,1.02686,-0.034668,-0.17041,12.4512,-9.0332,-28.2593,-307,17,266,-156.654,-80.6671,64.7589,
-0.0332031,0.528809,1.15381,-4.08936,-5.7373,20.2026,-111,311,-659,0.911865,1.66443,-21.1652,0.916992,0.744629,-0.126465,15.2588,15.1978,-22.7661,-90,-168,345,126.804,-68.0493,121.816,1.05469,0.0527344,-0.181641,12.2681,-5.00488,-24.0479,-306,15,267,-159.148,-80.722,67.5385,
-0.0615234,0.547852,1.18213,-1.28174,-2.0752,8.05664,-112,312,-658,0.906372,1.57104,-20.874,0.929688,0.919434,-0.0703125,10.6201,11.8408,-9.58252,-89,-170,345,125.706,-67.8406,123.294,1.11328,0.164551,-0.209961,6.65283,1.58691,-14.9536,-306,15,267,-161.142,-80.8374,69.8291,
-0.118164,0.480957,1.20752,5.92041,-0.549316,-1.46484,-113,312,-658,0.999756,1.54358,-20.7751,0.928711,0.994629,-0.0512695,2.56348,9.0332,-1.0376,-89,-171,345,124.794,-67.7362,124.448,1.13135,0.231934,-0.247559,-1.70898,9.33838,-4.21143,-308,15,266,-162.367,-81.0022,71.2683,
-0.101562,0.537598,1.18066,15.3809,-1.77002,-18.4937,-112,313,-658,1.29089,1.5271,-20.9235,0.913574,0.990234,-0.0332031,-12.9395,4.63867,10.5591,-88,-171,345,124.014,-67.7362,125.233,1.13184,0.200195,-0.27832,-10.1318,15.0146,7.50732,-309,13,265,-162.592,-81.2,71.5814,
-0.0805664,0.502441,1.09521,13.1836,-0.610352,-32.2266,-113,313,-659,1.59302,1.52161,-21.297,0.936035,0.882812,-0.0722656,-28.5645,-2.13623,20.9961,-87,-172,341,123.453,-67.8296,125.508,1.0835,0.0410156,-0.234863,-14.5874,18.9819,19.104,-309,11,264,-161.96,-81.3153,70.8948,
-0.0810547,0.411133,1.05566,11.5356,1.46484,-42.2363,-113,313,-658,1.86768,1.56555,-21.8353,0.928711,0.659668,-0.130371,-36.6821,-7.14111,30.1514,-89,-170,341,123.278,-67.934,125.365,1.03223,-0.0239258,-0.188965,-9.8877,20.874,29.48,-310,13,264,-159.648,-81.4691,68.3954,
-0.0859375,0.302734,1.02588,5.5542,2.80762,-47.4243,-113,311,-658,2.02148,1.6095,-22.2528,0.937988,0.428711,-0.161133,-29.1748,-10.8643,38.5132,-91,-172,339,123.42,-68.2086,124.678,1.01172,-0.0541992,-0.157227,-6.7749,21.0571,34.3628,-310,15,264,-156.105,-81.568,64.704,
-0.0678711,0.169922,0.989258,-0.305176,1.83105,-47.9736,-113,309,-657,2.16431,1.6864,-22.912,0.9375,0.284668,-0.195312,-15.625,-13.6719,44.9829,-92,-173,339,124.189,-68.5986,123.47,0.967773,-0.1875,-0.119629,-1.34277,20.6909,39.978,-311,17,263,-151.501,-81.579,59.9414,
-0.0283203,0.0727539,0.943359,-5.06592,3.17383,-47.3022,-113,308,-657,2.22473,1.7688,-23.5602,0.933105,0.202637,-0.224121,-5.61523,-15.7471,49.6826,-92,-172,340,125.607,-69.0765,121.767,0.950684,-0.0805664,-0.116699,7.62939,19.5923,43.0908,-310,20,264,-146.525,-81.5021,54.9536,
-0.0439453,-0.00292969,0.915527,-9.70459,4.5166,-43.8843,-112,306,-657,2.18628,1.86768,-24.1809,0.932617,0.165527,-0.216797,7.75146,-15.686,49.9878,-92,-171,340,127.48,-69.5819,119.817,0.953613,-0.0664062,-0.14209,6.22559,17.8833,41.3208,-308,22,265,-142.064,-81.4142,51.9818,
-0.0654297,-0.14502,0.924316,-13.6719,6.40869,-39.917,-112,304,-657,2.05444,1.98853,-24.7412,0.888184,0.155273,-0.229492,6.65283,-16.3574,45.7153,-91,-170,341,129.413,-70.0269,117.867,0.919922,-0.104492,-0.138184,3.11279,15.8081,38.5132,-311,23,262,-139.356,-81.2274,47.8674,
-0.0791016,-0.237305,0.919922,-16.1743,6.16455,-35.7056,-112,303,-659,1.86218,2.11487,-25.2466,0.89502,0.0839844,-0.260254,1.2207,-18.9209,39.4287,-90,-168,342,130.715,-70.2631,116.51,0.901367,-0.137695,-0.115723,0.610352,13.1226,33.6914,-313,24,261,-135.747,-81.0022,44.22,
-0.0820312,-0.29541,0.919922,-15.0757,2.92969,-29.6631,-111,303,-659,1.64246,2.20276,-25.6805,0.891113,-0.0195312,-0.26709,-7.01904,-16.2964,30.4565,-91,-166,342,132.534,-70.5542,114.527,0.89209,-0.181641,-0.100586,-1.70898,10.6812,29.8462,-313,26,259,-132.753,-80.7605,41.1218,
-0.0551758,-0.316895,0.913086,-9.82666,0.732422,-20.4468,-110,302,-660,1.56006,2.21375,-25.9222,0.904297,-0.109863,-0.29248,-9.21631,-16.6626,21.1182,-91,-154,342,134.099,-70.7794,112.692,0.878418,-0.188965,-0.0678711,-2.99072,6.16455,22.522,-313,26,260,-130.518,-80.5298,38.7433,
-0.0380859,-0.415039,0.916504,-7.69043,0.244141,-9.52148,-110,302,-659,1.39526,2.2467,-26.1694,0.930664,-0.149414,-0.303223,-8.72803,-15.0757,14.0991,-91,-162,342,135.456,-70.9167,111.072,0.885742,-0.212402,-0.0380859,-4.45557,1.09863,14.5874,-314,28,260,-129.078,-80.343,37.1448,
-0.00341797,-0.447754,0.922852,-6.04248,-0.854492,-1.52588,-109,302,-659,1.24695,2.2522,-26.2738,0.94043,-0.193359,-0.331543,-7.93457,-11.6577,3.54004,-94,-161,341,136.461,-70.9772,109.836,0.881348,-0.256348,-0.00195312,-5.06592,-3.78418,6.28662,-314,27,260,-128.463,-80.2386,36.4197,
0.0307617,-0.453613,0.92334,-2.92969,-0.183105,10.437,-109,302,-660,1.12061,2.2522,-26.2299,0.958496,-0.219238,-0.357422,-2.62451,-7.8125,-6.71387,-92,-159,341,137.137,-70.9717,108.995,0.876953,-0.259277,0.00830078,-4.63867,-8.54492,-4.02832,-313,29,258,-128.205,-80.1398,35.9857,
0.0395508,-0.408203,0.933594,-0.976562,-0.488281,20.813,-109,303,-661,1.01624,2.2467,-26.0486,0.954102,-0.184082,-0.355957,5.79834,-2.38037,-15.564,-93,-161,340,137.401,-70.9387,108.704,0.88623,-0.234863,-0.0219727,-4.76074,-12.6343,-13.1836,-312,29,258,-128.793,-80.1123,36.4307,
0.0605469,-0.373047,0.928711,2.13623,-1.15967,27.832,-108,304,-661,0.933838,2.22473,-25.7574,0.933105,-0.0961914,-0.364746,11.8408,2.13623,-23.1934,-92,-162,341,137.499,-70.8453,108.688,0.894531,-0.217773,-0.0595703,-4.88281,-14.9536,-18.6157,-309,29,259,-130.276,-80.1453,37.7875,
0.059082,-0.303223,0.9375,3.90625,-1.95312,32.7759,-109,305,-661,0.895386,2.20276,-25.5212,0.921875,-0.0229492,-0.363281,13.4888,5.06592,-27.9541,-91,-163,341,137.225,-70.686,109.138,0.912109,-0.183594,-0.109863,-3.96729,-17.8223,-25.1465,-309,29,259,-132.561,-80.2112,39.9738,
0.0766602,-0.233887,0.934082,5.98145,-2.68555,37.4756,-109,305,-661,0.85144,2.15881,-25.1202,0.916016,0.0683594,-0.354004,13.0615,8.8501,-34.9731,-90,-162,342,136.527,-70.4608,110.072,0.931641,-0.148926,-0.132812,-2.62451,-19.8364,-30.5786,-309,30,258,-135.483,-80.2991,42.8577,
0.0668945,-0.175293,0.949219,6.16455,-1.28174,39.3677,-109,306,-660,0.834961,2.10938,-24.6423,0.920898,0.14502,-0.350586,11.9019,11.9629,-40.9546,-88,-162,344,135.461,-70.1752,111.379,0.949707,-0.135742,-0.143066,-1.58691,-21.1182,-35.2173,-310,28,260,-137.73,-80.365,45.0934,
0.0654297,-0.0610352,0.976074,7.20215,-2.01416,42.4805,-110,307,-660,0.834961,2.05444,-24.093,0.911621,0.177734,-0.314453,10.3149,16.0522,-45.5933,-87,-164,345,134.083,-69.8511,113.016,0.969238,-0.125977,-0.148438,-0.0610352,-21.6064,-37.9639,-308,27,263,-141.378,-80.4529,48.7628,
0.0463867,0.0317383,1.00732,11.3525,-1.2207,45.166,-109,307,-661,0.900879,1.99951,-23.4723,0.927246,0.266113,-0.314453,11.2305,16.7236,-47.9126,-88,-163,344,133.066,-69.6094,114.214,0.969727,-0.123047,-0.146973,2.01416,-21.5454,-39.5508,-308,26,263,-145.261,-80.5243,52.7014,
0.0566406,0.154297,1.0459,6.53076,-4.57764,44.9829,-110,308,-661,0.955811,1.90613,-22.8021,0.927246,0.365723,-0.282227,15.564,18.9819,-46.2036,-87,-165,344,131.495,-69.2303,116.104,0.996582,-0.116211,-0.154785,6.28662,-20.752,-40.2222,-307,26,262,-149.194,-80.5682,56.7554,
0.0336914,0.270996,1.07031,3.17383,-5.00488,41.626,-110,309,-661,0.983276,1.82922,-22.3572,0.928223,0.435547,-0.272461,14.5264,19.165,-45.8374,-86,-165,344,129.908,-68.8348,118.076,1.01514,-0.116699,-0.167969,10.0708,-17.6392,-37.9639,-309,23,261,-152.897,-80.5902,60.6335,
0.0141602,0.35498,1.13818,-2.56348,-5.31006,34.4849,-110,310,-660,0.97229,1.71387,-21.7365,0.917969,0.544922,-0.239258,14.1602,19.2871,-40.0391,-85,-167,345,128.337,-68.4448,120.02,1.02734,-0.0629883,-0.156738,13.0005,-12.6343,-33.3252,-309,21,263,-156.121,-80.6122,64.0942,
0.00927734,0.446777,1.13965,-0.366211,-5.98145,28.0762,-111,311,-660,0.944824,1.58752,-21.2311,0.921875,0.706543,-0.157715,17.334,17.9443,-30.5176,-85,-167,345,126.92,-68.1097,121.866,1.05469,0.0610352,-0.157715,13.916,-5.98145,-27.2217,-308,19,264,-158,-80.6561,66.1707,
-0.0107422,0.543457,1.18311,-0.488281,-2.44141,12.8174,-112,312,-660,0.97229,1.50513,-20.907,0.918945,0.931641,-0.0786133,16.3574,16.0522,-16.3574,-85,-168,343,126.079,-67.9449,123.003,1.11279,0.182617,-0.213867,6.40869,1.95312,-17.7612,-308,18,266,-160.472,-80.766,68.9886,
-0.104004,0.51416,1.22217,2.56348,1.77002,-5.85938,-112,314,-661,1.03271,1.49414,-20.8521,0.901367,1.10596,-0.0424805,0.0610352,11.6577,-0.976562,-85,-170,343,124.953,-67.7911,124.47,1.14014,0.217285,-0.240234,-1.77002,8.60596,-9.94873,-307,16,267,-162.202,-80.9418,70.9607,
-0.0991211,0.633301,1.23633,20.752,1.09863,-23.8647,-112,314,-661,1.34583,1.51062,-21.0608,0.907715,1.09668,-0.0375977,-23.1323,5.85938,13.2446,-84,-170,342,123.942,-67.7637,125.502,1.15234,0.245605,-0.286133,-11.4136,18.1885,2.31934,-308,17,266,-162.911,-81.2,71.7627,
-0.0888672,0.611816,1.14697,25.0854,-0.549316,-38.0859,-112,314,-660,1.80725,1.52161,-21.5057,0.942871,0.990723,-0.0664062,-37.0483,1.77002,21.5454,-87,-171,343,123.113,-67.8625,125.975,1.13574,0.108887,-0.272949,-18.3716,23.8647,15.1978,-308,16,267,-162.208,-81.4691,70.9717,
-0.0874023,0.500488,1.08203,18.0054,-0.549316,-49.1943,-113,313,-660,2.10388,1.53259,-21.9012,0.951172,0.723633,-0.124512,-47.1191,-4.08936,31.3721,-87,-171,342,122.635,-68.0823,125.821,1.05762,-0.0478516,-0.212402,-12.7563,26.062,28.8086,-309,17,264,-159.472,-81.6888,68.0164,
-0.0776367,0.368652,1.02832,4.21143,-0.671387,-55.1758,-113,311,-659,2.4115,1.57104,-22.6099,0.952148,0.496582,-0.155273,-38.6353,-8.17871,40.2222,-87,-174,341,122.717,-68.4119,125.074,1.02393,-0.0605469,-0.154297,-2.19727,25.2075,38.8794,-310,16,264,-156.742,-81.7822,65.2039,
-0.0600586,0.289551,0.98584,-3.84521,-0.976562,-55.7861,-113,309,-659,2.51587,1.604,-23.3789,0.950684,0.296387,-0.175293,-18.4937,-10.8032,50.1099,-89,-175,340,123.201,-68.736,124.25,0.971191,-0.154297,-0.118652,4.39453,24.7192,45.3491,-310,15,266,-151.65,-81.8427,60.0348,
-0.0400391,0.157715,0.932617,-8.30078,1.77002,-52.9175,-112,306,-659,2.50488,1.65894,-24.1095,0.933594,0.19873,-0.203613,-1.09863,-12.8784,55.481,-90,-173,338,124.541,-69.3127,122.607,0.946777,-0.0932617,-0.123047,10.0098,23.7427,47.7295,-309,16,265,-145.898,-81.7767,54.2834,
-0.0463867,-0.110352,-0.107422,15.0146,-10.8643,-75.4395,-90,-23,195,-99.8767,-68.0933,-5.64148,0.914551,0.166504,-0.204102,13.855,-14.8315,57.0068,-91,-174,337,126.469,-69.9225,120.608,0.932617,-0.0615234,-0.15918,10.7422,21.6064,46.6309,-312,17,264,-140.625,-81.6119,49.1309,
-0.0742188,-0.154785,0.876953,-14.2212,7.56836,-42.7856,-111,304,-659,2.31812,1.88416,-25.3564,0.887695,0.160156,-0.221191,13.5498,-15.3198,53.6499,-91,-170,337,128.694,-70.4773,118.449,0.92041,-0.0957031,-0.15625,7.50732,18.9209,43.5791,-312,20,260,-135.989,-81.3702,44.5605,
-0.0917969,-0.120117,-0.17627,-1.09863,-5.61523,-1.2207,-309,-34,126,-152.946,-76.9427,18.8086,0.854492,0.154785,0.805176,20.4468,32.1045,44.3726,71,93,367,-2.77954,-9.54712,-87.7258,0.887695,-0.0585938,-0.121582,14.2822,-8.48389,-55.7861,-91,-28,196,-102.014,-70.6531,-2.8949,
0.765625,-0.42334,-0.126953,16.6016,2.56348,-47.9736,-107,440,182,-105.864,-56.0468,81.524,0.874512,-0.0102539,-0.257324,0.488281,-17.8223,38.6353,-92,-165,339,132.99,-76.9208,18.9624,0.881348,0.351074,0.772949,25.9399,28.4424,34.729,71,93,367,-2.14783,-8.80554,-86.9897,
-0.0917969,-0.28125,0.900879,-18.9819,5.43213,-24.9634,-110,301,-658,1.73584,2.29065,-26.5704,0.910645,-0.0893555,-0.262207,-3.05176,-17.0898,28.7476,-94,-162,339,134.28,-71.4606,112.637,0.891113,-0.187012,-0.046875,0.671387,7.14111,24.231,-312,25,260,-127.051,-80.6287,35.4858,
-0.0908203,-0.364258,0.942871,-12.8174,3.23486,-15.3198,-109,302,-659,1.48865,2.36755,-26.8506,0.932129,-0.136719,-0.288086,-6.89697,-15.3198,16.4185,-94,-161,341,135.945,-71.6473,110.775,0.896973,-0.347656,-0.154785,16.9678,-1.83105,-20.5078,-111,433,181,-105.672,-57.3157,82.1228,
